template_date,template_slot,interval_start,interval_end,issue_datetime,decision_time,plan_version,G_initial,Q_version,C_version,D_version,soc_before_planned,soc_after_planned,pv_forecast,pv_forecast_source,solver_status
2025-01-01,13,2025-01-01 02:10:00,2025-01-01 02:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,14,2025-01-01 02:20:00,2025-01-01 02:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,15,2025-01-01 02:30:00,2025-01-01 02:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,16,2025-01-01 02:40:00,2025-01-01 02:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,17,2025-01-01 02:50:00,2025-01-01 03:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,18,2025-01-01 03:00:00,2025-01-01 03:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,19,2025-01-01 03:10:00,2025-01-01 03:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,20,2025-01-01 03:20:00,2025-01-01 03:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,21,2025-01-01 03:30:00,2025-01-01 03:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,22,2025-01-01 03:40:00,2025-01-01 03:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,23,2025-01-01 03:50:00,2025-01-01 04:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,24,2025-01-01 04:00:00,2025-01-01 04:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,25,2025-01-01 04:10:00,2025-01-01 04:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,26,2025-01-01 04:20:00,2025-01-01 04:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,27,2025-01-01 04:30:00,2025-01-01 04:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,28,2025-01-01 04:40:00,2025-01-01 04:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,29,2025-01-01 04:50:00,2025-01-01 05:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,30,2025-01-01 05:00:00,2025-01-01 05:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,31,2025-01-01 05:10:00,2025-01-01 05:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,32,2025-01-01 05:20:00,2025-01-01 05:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,33,2025-01-01 05:30:00,2025-01-01 05:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,34,2025-01-01 05:40:00,2025-01-01 05:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,35,2025-01-01 05:50:00,2025-01-01 06:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,36,2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,COLD_START_NO_SOLVE
2025-01-01,37,2025-01-01 06:10:00,2025-01-01 06:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,COLD_START_NO_SOLVE
2025-01-01,38,2025-01-01 06:20:00,2025-01-01 06:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,COLD_START_NO_SOLVE
2025-01-01,39,2025-01-01 06:30:00,2025-01-01 06:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,COLD_START_NO_SOLVE
2025-01-01,40,2025-01-01 06:40:00,2025-01-01 06:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,COLD_START_NO_SOLVE
2025-01-01,41,2025-01-01 06:50:00,2025-01-01 07:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,COLD_START_NO_SOLVE
2025-01-01,42,2025-01-01 07:00:00,2025-01-01 07:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,COLD_START_NO_SOLVE
2025-01-01,43,2025-01-01 07:10:00,2025-01-01 07:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,COLD_START_NO_SOLVE
2025-01-01,44,2025-01-01 07:20:00,2025-01-01 07:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,COLD_START_NO_SOLVE
2025-01-01,45,2025-01-01 07:30:00,2025-01-01 07:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,COLD_START_NO_SOLVE
2025-01-01,46,2025-01-01 07:40:00,2025-01-01 07:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,COLD_START_NO_SOLVE
2025-01-01,47,2025-01-01 07:50:00,2025-01-01 08:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,COLD_START_NO_SOLVE
2025-01-01,48,2025-01-01 08:00:00,2025-01-01 08:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,COLD_START_NO_SOLVE
2025-01-01,49,2025-01-01 08:10:00,2025-01-01 08:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,COLD_START_NO_SOLVE
2025-01-01,50,2025-01-01 08:20:00,2025-01-01 08:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,COLD_START_NO_SOLVE
2025-01-01,51,2025-01-01 08:30:00,2025-01-01 08:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,COLD_START_NO_SOLVE
2025-01-01,52,2025-01-01 08:40:00,2025-01-01 08:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,COLD_START_NO_SOLVE
2025-01-01,53,2025-01-01 08:50:00,2025-01-01 09:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,COLD_START_NO_SOLVE
2025-01-01,54,2025-01-01 09:00:00,2025-01-01 09:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,COLD_START_NO_SOLVE
2025-01-01,55,2025-01-01 09:10:00,2025-01-01 09:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,COLD_START_NO_SOLVE
2025-01-01,56,2025-01-01 09:20:00,2025-01-01 09:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,COLD_START_NO_SOLVE
2025-01-01,57,2025-01-01 09:30:00,2025-01-01 09:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,COLD_START_NO_SOLVE
2025-01-01,58,2025-01-01 09:40:00,2025-01-01 09:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,COLD_START_NO_SOLVE
2025-01-01,59,2025-01-01 09:50:00,2025-01-01 10:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,COLD_START_NO_SOLVE
2025-01-01,60,2025-01-01 10:00:00,2025-01-01 10:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,COLD_START_NO_SOLVE
2025-01-01,61,2025-01-01 10:10:00,2025-01-01 10:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,COLD_START_NO_SOLVE
2025-01-01,62,2025-01-01 10:20:00,2025-01-01 10:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,COLD_START_NO_SOLVE
2025-01-01,63,2025-01-01 10:30:00,2025-01-01 10:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,COLD_START_NO_SOLVE
2025-01-01,64,2025-01-01 10:40:00,2025-01-01 10:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,COLD_START_NO_SOLVE
2025-01-01,65,2025-01-01 10:50:00,2025-01-01 11:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,COLD_START_NO_SOLVE
2025-01-01,66,2025-01-01 11:00:00,2025-01-01 11:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,COLD_START_NO_SOLVE
2025-01-01,67,2025-01-01 11:10:00,2025-01-01 11:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,COLD_START_NO_SOLVE
2025-01-01,68,2025-01-01 11:20:00,2025-01-01 11:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,COLD_START_NO_SOLVE
2025-01-01,69,2025-01-01 11:30:00,2025-01-01 11:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,COLD_START_NO_SOLVE
2025-01-01,70,2025-01-01 11:40:00,2025-01-01 11:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,COLD_START_NO_SOLVE
2025-01-01,71,2025-01-01 11:50:00,2025-01-01 12:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,COLD_START_NO_SOLVE
2025-01-01,72,2025-01-01 12:00:00,2025-01-01 12:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,COLD_START_NO_SOLVE
2025-01-01,73,2025-01-01 12:10:00,2025-01-01 12:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,COLD_START_NO_SOLVE
2025-01-01,74,2025-01-01 12:20:00,2025-01-01 12:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,COLD_START_NO_SOLVE
2025-01-01,75,2025-01-01 12:30:00,2025-01-01 12:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,COLD_START_NO_SOLVE
2025-01-01,76,2025-01-01 12:40:00,2025-01-01 12:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,COLD_START_NO_SOLVE
2025-01-01,77,2025-01-01 12:50:00,2025-01-01 13:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,COLD_START_NO_SOLVE
2025-01-01,78,2025-01-01 13:00:00,2025-01-01 13:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4687.1165,attachment3,COLD_START_NO_SOLVE
2025-01-01,79,2025-01-01 13:10:00,2025-01-01 13:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4687.1165,attachment3,COLD_START_NO_SOLVE
2025-01-01,80,2025-01-01 13:20:00,2025-01-01 13:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4687.1165,attachment3,COLD_START_NO_SOLVE
2025-01-01,81,2025-01-01 13:30:00,2025-01-01 13:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4687.1165,attachment3,COLD_START_NO_SOLVE
2025-01-01,82,2025-01-01 13:40:00,2025-01-01 13:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4687.1165,attachment3,COLD_START_NO_SOLVE
2025-01-01,83,2025-01-01 13:50:00,2025-01-01 14:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4687.1165,attachment3,COLD_START_NO_SOLVE
2025-01-01,84,2025-01-01 14:00:00,2025-01-01 14:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3572.6529,attachment3,COLD_START_NO_SOLVE
2025-01-01,85,2025-01-01 14:10:00,2025-01-01 14:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3572.6529,attachment3,COLD_START_NO_SOLVE
2025-01-01,86,2025-01-01 14:20:00,2025-01-01 14:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3572.6529,attachment3,COLD_START_NO_SOLVE
2025-01-01,87,2025-01-01 14:30:00,2025-01-01 14:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3572.6529,attachment3,COLD_START_NO_SOLVE
2025-01-01,88,2025-01-01 14:40:00,2025-01-01 14:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3572.6529,attachment3,COLD_START_NO_SOLVE
2025-01-01,89,2025-01-01 14:50:00,2025-01-01 15:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3572.6529,attachment3,COLD_START_NO_SOLVE
2025-01-01,90,2025-01-01 15:00:00,2025-01-01 15:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1629.9964,attachment3,COLD_START_NO_SOLVE
2025-01-01,91,2025-01-01 15:10:00,2025-01-01 15:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1629.9964,attachment3,COLD_START_NO_SOLVE
2025-01-01,92,2025-01-01 15:20:00,2025-01-01 15:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1629.9964,attachment3,COLD_START_NO_SOLVE
2025-01-01,93,2025-01-01 15:30:00,2025-01-01 15:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1629.9964,attachment3,COLD_START_NO_SOLVE
2025-01-01,94,2025-01-01 15:40:00,2025-01-01 15:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1629.9964,attachment3,COLD_START_NO_SOLVE
2025-01-01,95,2025-01-01 15:50:00,2025-01-01 16:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1629.9964,attachment3,COLD_START_NO_SOLVE
2025-01-01,96,2025-01-01 16:00:00,2025-01-01 16:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1956,attachment3,COLD_START_NO_SOLVE
2025-01-01,97,2025-01-01 16:10:00,2025-01-01 16:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1956,attachment3,COLD_START_NO_SOLVE
2025-01-01,98,2025-01-01 16:20:00,2025-01-01 16:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1956,attachment3,COLD_START_NO_SOLVE
2025-01-01,99,2025-01-01 16:30:00,2025-01-01 16:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1956,attachment3,COLD_START_NO_SOLVE
2025-01-01,100,2025-01-01 16:40:00,2025-01-01 16:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1956,attachment3,COLD_START_NO_SOLVE
2025-01-01,101,2025-01-01 16:50:00,2025-01-01 17:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1956,attachment3,COLD_START_NO_SOLVE
2025-01-01,102,2025-01-01 17:00:00,2025-01-01 17:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,103,2025-01-01 17:10:00,2025-01-01 17:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,104,2025-01-01 17:20:00,2025-01-01 17:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,105,2025-01-01 17:30:00,2025-01-01 17:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,106,2025-01-01 17:40:00,2025-01-01 17:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,107,2025-01-01 17:50:00,2025-01-01 18:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,108,2025-01-01 18:00:00,2025-01-01 18:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,109,2025-01-01 18:10:00,2025-01-01 18:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,110,2025-01-01 18:20:00,2025-01-01 18:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,111,2025-01-01 18:30:00,2025-01-01 18:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,112,2025-01-01 18:40:00,2025-01-01 18:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,113,2025-01-01 18:50:00,2025-01-01 19:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,114,2025-01-01 19:00:00,2025-01-01 19:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,115,2025-01-01 19:10:00,2025-01-01 19:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,116,2025-01-01 19:20:00,2025-01-01 19:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
2025-01-01,117,2025-01-01 19:30:00,2025-01-01 19:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,COLD_START_NO_SOLVE
