issue_datetime,lead_hour,target_time,forecast_kw,forecast_version,time_semantics
2025-01-01 06:00:00,9,2025-01-01 15:00:00,3588.0375,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,10,2025-01-01 16:00:00,1660.0369,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,11,2025-01-01 17:00:00,3.0359,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,12,2025-01-01 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,13,2025-01-01 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,14,2025-01-01 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,15,2025-01-01 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,16,2025-01-01 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,17,2025-01-01 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,18,2025-01-02 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,19,2025-01-02 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,20,2025-01-02 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,21,2025-01-02 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,22,2025-01-02 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,23,2025-01-02 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 06:00:00,24,2025-01-02 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,1,2025-01-01 13:00:00,5330.4298,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,2,2025-01-01 14:00:00,4549.2579,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,3,2025-01-01 15:00:00,3365.5312,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,4,2025-01-01 16:00:00,1504.2156,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,5,2025-01-01 17:00:00,2.8622,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,6,2025-01-01 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,7,2025-01-01 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,8,2025-01-01 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,9,2025-01-01 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,10,2025-01-01 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,11,2025-01-01 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,12,2025-01-02 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,13,2025-01-02 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,14,2025-01-02 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,15,2025-01-02 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,16,2025-01-02 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,17,2025-01-02 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,18,2025-01-02 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,19,2025-01-02 07:00:00,6.8708,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,20,2025-01-02 08:00:00,1827.9739,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,21,2025-01-02 09:00:00,3207.1033,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,22,2025-01-02 10:00:00,4565.1144,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,23,2025-01-02 11:00:00,6040.8000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 12:00:00,24,2025-01-02 12:00:00,6339.1125,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,1,2025-01-01 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,2,2025-01-01 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,3,2025-01-01 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,4,2025-01-01 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,5,2025-01-01 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,6,2025-01-02 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,7,2025-01-02 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,8,2025-01-02 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,9,2025-01-02 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,10,2025-01-02 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,11,2025-01-02 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,12,2025-01-02 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,13,2025-01-02 07:00:00,5.5153,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,14,2025-01-02 08:00:00,1227.5446,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,15,2025-01-02 09:00:00,2350.4812,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,16,2025-01-02 10:00:00,3845.2786,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,17,2025-01-02 11:00:00,4815.3247,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,18,2025-01-02 12:00:00,4086.8116,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,19,2025-01-02 13:00:00,4228.7374,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,20,2025-01-02 14:00:00,3799.2978,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,21,2025-01-02 15:00:00,2472.4285,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,22,2025-01-02 16:00:00,1182.0118,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,23,2025-01-02 17:00:00,5.0910,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-01 18:00:00,24,2025-01-02 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,1,2025-01-02 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,2,2025-01-02 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,3,2025-01-02 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,4,2025-01-02 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,5,2025-01-02 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,6,2025-01-02 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,7,2025-01-02 07:00:00,6.3604,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,8,2025-01-02 08:00:00,1424.7328,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,9,2025-01-02 09:00:00,2844.2052,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,10,2025-01-02 10:00:00,3600.2106,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,11,2025-01-02 11:00:00,4746.2786,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,12,2025-01-02 12:00:00,4915.5050,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,13,2025-01-02 13:00:00,5251.6498,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,14,2025-01-02 14:00:00,4965.3525,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,15,2025-01-02 15:00:00,3588.0375,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,16,2025-01-02 16:00:00,1839.6000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,17,2025-01-02 17:00:00,8.0706,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,18,2025-01-02 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,19,2025-01-02 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,20,2025-01-02 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,21,2025-01-02 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,22,2025-01-02 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,23,2025-01-02 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 00:00:00,24,2025-01-03 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,1,2025-01-02 07:00:00,6.5122,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,2,2025-01-02 08:00:00,1453.1843,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,3,2025-01-02 09:00:00,3099.4257,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,4,2025-01-02 10:00:00,4269.3966,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,5,2025-01-02 11:00:00,5146.0167,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,6,2025-01-02 12:00:00,5556.8490,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,7,2025-01-02 13:00:00,5946.4073,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,8,2025-01-02 14:00:00,5359.9875,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,9,2025-01-02 15:00:00,3342.8554,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,10,2025-01-02 16:00:00,1758.3200,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,11,2025-01-02 17:00:00,6.5192,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,12,2025-01-02 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,13,2025-01-02 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,14,2025-01-02 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,15,2025-01-02 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,16,2025-01-02 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,17,2025-01-02 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,18,2025-01-03 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,19,2025-01-03 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,20,2025-01-03 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,21,2025-01-03 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,22,2025-01-03 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,23,2025-01-03 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 06:00:00,24,2025-01-03 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,1,2025-01-02 13:00:00,5392.7373,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,2,2025-01-02 14:00:00,4793.4170,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,3,2025-01-02 15:00:00,3115.7896,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,4,2025-01-02 16:00:00,1653.8059,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,5,2025-01-02 17:00:00,6.4763,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,6,2025-01-02 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,7,2025-01-02 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,8,2025-01-02 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,9,2025-01-02 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,10,2025-01-02 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,11,2025-01-02 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,12,2025-01-03 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,13,2025-01-03 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,14,2025-01-03 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,15,2025-01-03 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,16,2025-01-03 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,17,2025-01-03 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,18,2025-01-03 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,19,2025-01-03 07:00:00,11.4514,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,20,2025-01-03 08:00:00,1377.1773,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,21,2025-01-03 09:00:00,3653.7750,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,22,2025-01-03 10:00:00,4903.3500,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,23,2025-01-03 11:00:00,5017.1291,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 12:00:00,24,2025-01-03 12:00:00,6339.1125,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,1,2025-01-02 19:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,2,2025-01-02 20:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,3,2025-01-02 21:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,4,2025-01-02 22:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,5,2025-01-02 23:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,6,2025-01-03 00:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,7,2025-01-03 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,8,2025-01-03 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,9,2025-01-03 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,10,2025-01-03 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,11,2025-01-03 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,12,2025-01-03 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,13,2025-01-03 07:00:00,9.5321,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,14,2025-01-03 08:00:00,1513.0067,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,15,2025-01-03 09:00:00,2860.0466,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,16,2025-01-03 10:00:00,3793.6223,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,17,2025-01-03 11:00:00,4445.8828,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,18,2025-01-03 12:00:00,4246.4353,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,19,2025-01-03 13:00:00,4365.3181,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,20,2025-01-03 14:00:00,4051.6990,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,21,2025-01-03 15:00:00,2758.4743,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,22,2025-01-03 16:00:00,1424.3298,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,23,2025-01-03 17:00:00,11.2687,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-02 18:00:00,24,2025-01-03 18:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,1,2025-01-03 01:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,2,2025-01-03 02:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,3,2025-01-03 03:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,4,2025-01-03 04:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,5,2025-01-03 05:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,6,2025-01-03 06:00:00,0.0000,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,7,2025-01-03 07:00:00,9.2912,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,8,2025-01-03 08:00:00,1514.0314,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,9,2025-01-03 09:00:00,3078.4182,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,10,2025-01-03 10:00:00,4510.5495,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,11,2025-01-03 11:00:00,5403.0295,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,12,2025-01-03 12:00:00,6228.0795,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,13,2025-01-03 13:00:00,5051.5846,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,14,2025-01-03 14:00:00,5134.1073,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,15,2025-01-03 15:00:00,3661.5375,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,16,2025-01-03 16:00:00,1457.3727,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
2025-01-03 00:00:00,17,2025-01-03 17:00:00,10.9081,Q3-A3-POINT-v1.0,target_time=issue_datetime+lead_hour
