template_date,total_cost,planned_purchase_cost,downward_penalty,upward_adjustment_cost,emergency_purchase_cost,emergency_energy,spill_energy,planned_grid_energy,final_grid_energy,total_charge,total_discharge,adjust_down_energy,adjust_up_energy,adjustment_count,soc_min,soc_max
2025-02-11,83874.874515823,65436.175691049,0.0,442.66297243400135,17996.03585234,3727.256096666667,11444.756526666662,82603.09228333333,82938.09753,0.0,0.0,0.0,335.0052466666677,19.0,6000.0,6000.0
2025-02-12,76243.34158231466,65979.56319296967,0.0,0.0,10263.778389345003,2145.943773333334,9724.641456666663,82845.43408333333,82845.43408333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-02-13,76022.95161415117,61474.117199201995,0.0,1347.574062557502,13201.260352391668,2834.2394900000004,10416.853873333333,77883.10048333333,78912.09368333333,0.0,0.0,0.0,1028.9932000000015,24.0,6000.0,6000.0
2025-02-14,42416.016979102,32625.206892896997,0.0,740.2233939100003,9050.586692295,2070.4682500000004,17098.233206666664,44171.21205666666,44829.56645666667,0.0,0.0,0.0,658.3544000000003,12.0,6000.0,6000.0
2025-02-15,42718.40870724267,32712.212288802668,0.0,166.48349990999978,9839.712918530002,2312.6661400000003,17510.199636666664,44340.93569666667,44477.62489666667,0.0,0.0,0.0,136.6891999999998,12.0,6000.0,6000.0
2025-02-16,78276.471202003,66335.96792843634,0.0,0.0,11940.50327356667,2580.9728400000013,10706.713033333332,83503.11899333334,83503.11899333334,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-02-17,74482.534892234,65350.66902951399,0.0,58.261046760000035,9073.604815960007,2057.333383333335,14274.714419999997,83347.26813666667,83401.24353666666,0.0,0.0,0.0,53.975400000000036,6.0,6000.0,6000.0
2025-02-18,73568.14179900616,60343.75445652066,0.0,1948.056120920497,11276.331221565004,2426.4596966666677,7991.349049999997,76178.92873,77656.27725333333,0.0,0.0,0.0,1477.3485233333315,36.0,6000.0,6000.0
2025-02-19,78554.34436684517,61242.07698319099,0.0,914.2485904974991,16398.01879315667,3690.355800000001,8547.400083333328,77006.23868333333,77736.37228333333,0.0,0.0,0.0,730.1335999999994,24.0,6000.0,6000.0
2025-02-20,75420.205145928,61283.42102027967,0.0,314.7103579550014,13822.073767693335,2936.815383333334,9699.041006666666,77490.96872333332,77755.36002333333,0.0,0.0,0.0,264.39130000000114,18.0,6000.0,6000.0
2025-02-21,40183.562233835,31601.452352133332,0.0,251.9222690549998,8330.18761264667,2009.7066933333342,19469.962056666664,42811.89266333333,43020.51796333333,0.0,0.0,0.0,208.6252999999998,24.0,6000.0,6000.0
2025-02-22,41756.93880758783,32179.007281977,0.0,289.0425948724995,9288.888930738334,2184.2186433333336,18181.526176666666,43586.509633333335,43842.070433333334,0.0,0.0,0.0,255.56079999999952,12.0,6000.0,6000.0
2025-02-23,79213.70095275251,60927.81278854099,0.0,678.2816460865023,17607.60651812501,3700.8327366666686,10034.492729999996,77410.41663666666,77865.51329333332,0.0,0.0,0.0,455.096656666668,33.0,6000.0,6000.0
2025-02-24,73376.47163942734,60817.11620934033,0.0,893.666163012,11665.689267075006,2419.859780000001,11962.933906666665,77029.58996,77746.10742666667,0.0,0.0,0.0,716.5174666666671,16.0,6000.0,6000.0
2025-02-25,71778.51461697767,61077.69840702767,0.0,0.0,10700.816209950004,2371.070260000001,13614.346329999998,77064.60097,77064.60097,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-02-26,76720.52889040182,57037.20047830933,0.0,1981.6155206175004,17701.712891474996,3773.0188233333333,9323.887036666665,72950.77639666667,74365.71671333333,0.0,0.0,0.0,1414.940316666667,43.0,6000.0,6000.0
2025-02-27,75313.28462040916,57945.16040588167,0.0,1579.8334011425004,15788.290813385001,3309.755136666667,11029.094256666664,73562.64915333333,74675.92332,0.0,0.0,0.0,1113.2741666666668,30.0,6000.0,6000.0
2025-02-28,40358.22426418716,31002.809257061333,0.0,448.4645929474995,8906.95041417833,2102.725816666666,21457.927943333332,42268.30182666667,42647.79632666666,0.0,0.0,0.0,379.49449999999956,18.0,6000.0,6000.0
2025-03-01,37629.834488679335,32046.182855909334,0.0,0.0,5583.651632770001,1267.4714800000002,21141.823953333333,43533.11867333333,43533.11867333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-03-02,74375.1923719565,62897.04715307066,0.0,2737.9455114575017,8740.19970742833,1872.3132633333328,11595.968686666665,80068.72532333333,82081.96252333334,0.0,0.0,0.0,2013.237200000001,36.0,6000.0,6000.0
2025-03-03,73974.74003004217,65285.57887426466,0.0,1028.5037190924995,7660.657436685004,1730.3695433333344,12905.569926666663,82308.72568333332,83192.34768333333,0.0,0.0,0.0,883.6219999999996,18.0,6000.0,6000.0
2025-03-04,70451.96190201433,59346.98047725466,0.0,2261.4933999930013,8843.48802476667,1915.3040200000003,9565.824016666664,75252.17830999999,76849.97839666666,0.0,0.0,0.0,1597.8000866666678,40.0,6000.0,6000.0
2025-03-05,69847.65242112966,60797.31188645967,0.0,56.472033264999176,8993.868501405,1917.0962500000003,13151.483906666665,77320.15155666666,77364.85895666666,0.0,0.0,0.0,44.707399999999325,18.0,6000.0,6000.0
2025-03-06,68941.95233663183,58435.596591270994,0.0,1136.0247287124987,9370.331016648335,2068.6721600000005,10741.97095333333,73875.38369333334,74613.95299333333,0.0,0.0,0.0,738.5692999999992,12.0,6000.0,6000.0
2025-03-07,36928.106429517,31970.534907016998,0.0,0.0,4957.571522500001,1212.9019733333337,23508.49112,43217.874346666664,43217.874346666664,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-03-08,38490.924143610835,29795.966687300333,0.0,164.03022282549966,8530.927233485001,2144.123006666667,23396.546273333333,40173.238386666664,40315.56276666666,0.0,0.0,0.0,142.32437999999968,11.0,6000.0,6000.0
2025-03-09,73457.8652184635,58552.90995707766,0.0,708.1046737625021,14196.850587623332,3049.26827,14106.995606666664,73880.39573666666,74391.25203666666,0.0,0.0,0.0,510.8563000000015,24.0,6000.0,6000.0
2025-03-10,74912.013406218,55891.642312163,0.0,2017.4625077900018,17002.908586265003,3654.5021000000006,8022.732036666666,71042.98900666667,72410.30173666666,0.0,0.0,0.0,1367.3127300000015,36.0,6000.0,6000.0
2025-03-11,72688.61054444483,53802.90654008366,0.0,1573.9310099844986,17311.772994376668,3718.5999566666674,9866.81842333333,69065.2851,70087.13656666667,0.0,0.0,0.0,1021.8514666666658,30.0,6000.0,6000.0
2025-03-12,73082.89305457333,57298.847576349996,0.0,119.1975894250003,15664.847888798335,3443.2252966666674,13745.751723333333,72665.97812666667,72738.06072666666,0.0,0.0,0.0,72.08260000000018,6.0,6000.0,6000.0
2025-03-13,70709.78699806066,57543.45522182267,0.0,1092.6189805630008,12073.712795675001,2659.0044200000007,8792.536009999998,72768.43794333334,73679.14938999999,0.0,0.0,0.0,910.7114466666674,21.0,6000.0,6000.0
2025-03-14,37478.310232428,29041.378042459666,0.0,432.9479642550003,8003.984225713333,1935.3273433333334,25615.388756666667,39351.986613333334,39709.48701333333,0.0,0.0,0.0,357.50040000000024,12.0,6000.0,6000.0
2025-03-15,38464.667509754334,29001.507519062998,0.0,651.1454100980001,8812.014580593332,2115.6237233333327,21174.017359999998,39423.471723333336,39982.518736666665,0.0,0.0,0.0,559.0470133333334,12.0,6000.0,6000.0
2025-03-16,72978.04347899217,56946.48634476,0.0,201.57000583550104,15829.987128396668,3352.368623333334,12394.505916666662,72246.20314,72393.18419333333,0.0,0.0,0.0,146.98105333333388,15.0,6000.0,6000.0
2025-03-17,71094.78386354,51529.731414291666,0.0,1239.4771257049995,18325.57532354333,3858.4666666666662,13390.186393333328,66393.69122666666,67389.85102666666,0.0,0.0,0.0,996.1597999999997,30.0,6000.0,6000.0
2025-03-18,68133.56553654117,58144.475892746996,0.0,156.03225120249965,9833.05739259167,2235.6102933333345,14508.724579999996,73295.54578666665,73399.07208666667,0.0,0.0,0.0,103.52629999999976,6.0,6000.0,6000.0
2025-03-19,70819.234808883,53196.53426800866,0.0,2460.159605811001,15162.540935063334,3226.282076666667,13490.48406333333,67916.55713,69729.67288666667,0.0,0.0,0.0,1813.1157566666673,38.0,6000.0,6000.0
2025-03-20,75993.94957221,56238.52508188433,0.0,803.669114234001,18951.75537609167,4030.705860000001,13893.856169999997,71486.21403666666,72072.11250999999,0.0,0.0,0.0,585.8984733333341,24.0,6000.0,6000.0
2025-03-21,37424.580053317666,28658.213693077665,0.0,215.968664905,8550.397695335003,2151.6563166666674,29054.706246666665,38772.13033,38936.514129999996,0.0,0.0,0.0,164.3838,12.0,6000.0,6000.0
2025-03-22,36721.16094022667,29842.569941104997,0.0,0.0,6878.5909991216695,1678.681143333334,26213.283966666666,40415.80232333333,40415.80232333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-03-23,67940.7955401965,56707.63894728266,0.0,203.4082784404993,11029.748314473334,2380.2468233333334,15579.121596666664,71823.04697666666,71968.59527333333,0.0,0.0,0.0,145.54829666666615,11.0,6000.0,6000.0
2025-03-24,69177.9538005335,54063.88280036266,0.0,977.0295505574992,14137.041449613344,3134.367476666669,14584.09191333333,68652.20823666666,69448.22173666666,0.0,0.0,0.0,796.0134999999995,24.0,6000.0,6000.0
2025-03-25,70160.118518288,58001.933385403,0.0,9.327078199999837,12148.858054685003,2853.116140000001,15305.644543333328,73396.31160333334,73402.65310333333,0.0,0.0,0.0,6.341499999999883,6.0,6000.0,6000.0
2025-03-26,70644.77457351917,53398.907603938,0.0,1139.3125652394986,16106.554404341668,3498.6441700000005,16874.083706666665,68118.43716,68967.99443666666,0.0,0.0,0.0,849.5572766666655,20.0,6000.0,6000.0
2025-03-27,66138.93286391367,55211.787542232,0.0,0.0,10927.14532168167,2507.658803333334,13647.758269999998,69857.08906666667,69857.08906666667,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-03-28,34611.927324013,29233.93636445633,0.0,0.0,5377.99095955667,1297.468123333334,30028.926106666666,39553.33888333333,39553.33888333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-03-29,34503.780136661,27985.392267058334,0.0,432.02342609099975,6086.364443511668,1451.7654800000003,32273.678056666664,38182.95096,38529.122676666666,0.0,0.0,0.0,346.1717166666665,17.0,6000.0,6000.0
2025-03-30,65047.54940684633,53591.10338740133,0.0,444.09675764999963,11012.349261795003,2609.530803333334,15747.344686666665,68139.89648333333,68483.43388333333,0.0,0.0,0.0,343.5373999999997,12.0,6000.0,6000.0
2025-03-31,65957.306736731,49950.06623057533,0.0,1603.134736759,14404.105769396669,3176.8619066666674,11850.186733333332,64479.12203333333,65624.71482666666,0.0,0.0,0.0,1145.5927933333335,37.0,6000.0,6000.0
2025-04-01,67114.72216595717,55193.242923479665,0.0,657.4639303825006,11264.015312095005,2688.743850000001,13919.103276666665,70952.07942666666,71439.21042666666,0.0,0.0,0.0,487.13100000000054,12.0,6000.0,6000.0
2025-04-02,67425.88109207767,54023.711871568994,0.0,708.7845567669995,12693.384663741672,2853.499010000001,11388.750773333331,68471.36536666667,68970.58736333332,0.0,0.0,0.0,499.2219966666662,32.0,6000.0,6000.0
2025-04-03,65401.59892159967,56435.66659790633,0.0,0.0,8965.932323693338,2106.104993333334,17764.119079999997,71521.54428666666,71521.54428666666,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-04-04,35250.385434870834,27400.946362605,0.0,105.34592395749983,7744.093148308335,1889.4108833333337,32910.58621666666,37370.665733333335,37451.97783333333,0.0,0.0,0.0,81.31209999999987,6.0,6000.0,6000.0
2025-04-05,34408.0932360545,27358.04474671533,0.0,226.5317072325,6823.516782106668,1661.3826833333335,27186.58237,37397.15208666666,37569.315586666664,0.0,0.0,0.0,172.1635,12.0,6000.0,6000.0
2025-04-06,65893.12185892517,52199.128526686,0.0,1044.6806633174997,12649.312668921668,2773.4016500000002,16130.80645333333,66950.85960333333,67767.48160333333,0.0,0.0,0.0,816.6219999999998,24.0,6000.0,6000.0
2025-04-07,63593.01889708334,48863.089985044666,0.0,2286.335271286998,12443.593640751675,2803.855300000002,14277.302546666668,63021.39275333333,64716.166646666665,0.0,0.0,0.0,1694.7738933333317,18.0,6000.0,6000.0
2025-04-08,65916.66746054316,54532.402461284,0.0,202.17071822750148,11182.094281031668,2420.2177600000005,17678.91409,69461.75271333334,69611.89013,0.0,0.0,0.0,150.13741666666772,17.0,6000.0,6000.0
2025-04-09,66929.00689669668,53607.20325038833,0.0,529.9701497099998,12791.833496598343,2765.9830600000023,12420.713746666663,68397.17958,68789.04228666666,0.0,0.0,0.0,391.86270666666655,25.0,6000.0,6000.0
2025-04-10,65553.14939394867,53679.19073795033,0.0,18.393210355000434,11855.565445643333,2660.57027,16734.05632333333,68520.24935333333,68534.12395333333,0.0,0.0,0.0,13.874600000000328,6.0,6000.0,6000.0
2025-04-11,35506.45060256733,26417.27176737233,0.0,349.2233697650001,8739.955465430003,2209.205003333334,33348.05694,36193.43423666667,36455.50213666666,0.0,0.0,0.0,262.06790000000007,18.0,6000.0,6000.0
2025-04-12,33327.352666847335,27870.109661610666,0.0,3.860555839999899,5453.382449396669,1417.379776666667,30433.28397,38038.43949333333,38041.06429333333,0.0,0.0,0.0,2.6247999999999365,6.0,6000.0,6000.0
2025-04-13,63514.59443131017,50184.649465640665,0.0,658.7805162795007,12671.164449390004,2828.1444300000007,13453.26556333333,64419.38990333333,64901.47943333333,0.0,0.0,0.0,482.08953000000065,24.0,6000.0,6000.0
2025-04-14,62134.6365228,53279.71060821333,0.0,0.0,8854.92591458667,2124.261593333334,17590.43826333333,67994.20917,67994.20917,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-04-15,61352.46221220533,48439.989943051,0.0,2035.0976010959996,10877.374668058339,2458.422113333335,16358.681586666664,62521.023579999994,64039.68897333333,0.0,0.0,0.0,1518.6653933333332,29.0,6000.0,6000.0
2025-04-16,62938.739430844005,50194.849555504,0.0,1680.749092514999,11063.140782825003,2634.5216100000007,12599.212666666666,64495.34258,65744.28365666667,0.0,0.0,0.0,1248.941076666666,29.0,6000.0,6000.0
2025-04-17,64493.18290774383,49246.16363662467,0.0,1571.9259351725009,13675.093335946665,3126.712073333333,14714.536706666666,63457.80553333333,64456.16703333333,0.0,0.0,0.0,998.3615000000009,24.0,6000.0,6000.0
2025-04-18,32561.82262004467,26787.295371969667,0.0,182.50187494000028,5592.025373135003,1439.5244900000007,31893.40588,36668.96469,36807.99869,0.0,0.0,0.0,139.03400000000022,12.0,6000.0,6000.0
2025-04-19,33581.134593168834,26117.649571855,0.0,769.4428120905001,6694.042209223335,1796.0039333333336,31412.09277,35817.713573333334,36400.76823666666,0.0,0.0,0.0,583.0546633333333,15.0,6000.0,6000.0
2025-04-20,64945.665064700836,48958.143661622,0.0,1493.2869466005016,14494.234456478333,3436.9692766666667,15444.574123333332,62826.767459999995,63965.35024666667,0.0,0.0,0.0,1138.5827866666677,30.0,6000.0,6000.0
2025-04-21,64760.790437557,50039.185733208666,0.0,20.54849277000077,14701.05621157833,3570.939563333333,19301.895896666665,64232.36673333333,64247.86713333333,0.0,0.0,0.0,15.500400000000582,6.0,6000.0,6000.0
2025-04-22,60493.4682385575,48841.12464782833,0.0,1808.773163582501,9843.57042714667,2511.3260066666676,14246.316253333332,62529.382046666666,63887.91944666667,0.0,0.0,0.0,1358.5374000000008,24.0,6000.0,6000.0
2025-04-23,62657.17968477934,46877.68773462733,0.0,2309.6188843519967,13469.873065800006,3219.0657800000013,14313.33292333333,60851.10412333333,62494.18394333333,0.0,0.0,0.0,1643.0798199999977,46.0,6000.0,6000.0
2025-04-24,59263.895173804,48066.928116204996,0.0,1344.0994789690008,9852.867578629997,2398.3358199999993,18071.79693,61663.08442,62763.56761,0.0,0.0,0.0,1100.4831900000006,22.0,6000.0,6000.0
2025-04-25,33379.628663639,25844.306568529,0.0,25.009451450000064,7510.312643660002,2040.031016666667,35482.50171,35423.81004333333,35442.828193333335,0.0,0.0,0.0,19.01815000000005,3.0,6000.0,6000.0
2025-04-26,32794.00295380283,25720.734859135333,0.0,184.4408413775002,6888.827253290002,1884.4580000000008,37262.839576666665,35306.26807666667,35448.57477666666,0.0,0.0,0.0,142.30670000000015,9.0,6000.0,6000.0
2025-04-27,61604.6887266445,46589.11796123166,0.0,2990.493892974502,12025.076872438332,2756.013933333333,16785.22966333333,60569.74098333333,62602.68713,0.0,0.0,0.0,2032.946146666668,30.0,6000.0,6000.0
2025-04-28,64908.99855374383,50964.027218578,0.0,2724.6204166025004,11220.350918563336,2601.894230000001,13605.482636666666,65548.89515666667,67625.55590666666,0.0,0.0,0.0,2076.6607500000005,48.0,6000.0,6000.0
2025-04-29,62348.40573646483,46449.645403912335,0.0,2333.166561207498,13565.593771345002,3090.2337466666672,17780.817586666664,60305.6611,62123.797739999995,0.0,0.0,0.0,1818.1366399999984,41.0,6000.0,6000.0
2025-04-30,62637.525322742,45756.677309526,0.0,1197.6561030060025,15683.19191021,3710.038603333334,15962.807023333333,59618.80224,60509.62312,0.0,0.0,0.0,890.8208800000017,18.0,6000.0,6000.0
2025-05-01,68135.82698696351,47733.75242062467,0.0,3079.570207790498,17322.504358548344,3934.2428833333356,16589.376446666665,61522.43810666666,63666.51266333333,0.0,0.0,0.0,2144.074556666665,36.0,6000.0,6000.0
2025-05-02,38355.35787217934,27318.075093841,0.0,0.0,11037.282778338336,2729.980143333334,25368.426929999998,36928.766886666665,36928.766886666665,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-05-03,38173.785072842504,26503.690513053334,0.0,110.24567165750089,11559.848888131672,2674.444226666668,30064.712340000002,36164.457663333334,36257.439913333335,0.0,0.0,0.0,92.9822500000007,18.0,6000.0,6000.0
2025-05-04,65768.162494677,48368.35625221366,0.0,0.0,17399.806242463335,4188.065426666668,14476.203473333333,62022.805746666665,62022.805746666665,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-05-05,65982.5617328325,51643.19925627166,0.0,216.04813036750053,14123.314346193341,3334.699520000002,14481.283166666668,66077.94263,66222.59134666667,0.0,0.0,0.0,144.64871666666704,7.0,6000.0,6000.0
2025-05-06,70300.86224518067,46711.66313525,0.0,3606.181920908999,19983.01718902167,4766.363996666668,14678.131163333332,60194.686076666665,62781.849766666666,0.0,0.0,0.0,2587.16369,36.0,6000.0,6000.0
2025-05-07,67958.62099843234,49646.979273574,0.0,1874.5727159799983,16437.069008878338,3900.7873766666676,13733.526776666664,63648.717599999996,64900.585199999994,0.0,0.0,0.0,1251.8675999999991,25.0,6000.0,6000.0
2025-05-08,65632.788605236,52253.265876970996,0.0,887.3262017450021,12492.19652652,3107.5788733333334,13741.967716666666,65800.51014333333,66460.90164333333,0.0,0.0,0.0,660.3915000000015,24.0,6000.0,6000.0
2025-05-09,35450.084278727336,29283.406737803998,0.0,860.2284658850002,5306.449075038334,1514.4021100000002,32560.445423333334,38918.956613333336,39545.429013333334,0.0,0.0,0.0,626.4724000000002,18.0,6000.0,6000.0
2025-05-10,35990.28442536467,29343.302560089,0.0,705.7879666890003,5941.193898586667,1708.3083433333334,28918.568576666665,38784.950386666664,39331.305733333335,0.0,0.0,0.0,546.355346666667,7.0,6000.0,6000.0
2025-05-11,66075.25754359884,52265.71310076866,0.0,1389.1531959385002,12420.39124689167,3081.5367600000013,14652.364426666663,65955.10787666666,67054.90646666667,0.0,0.0,0.0,1099.79859,30.0,6000.0,6000.0
2025-05-12,63103.16995458167,48319.985010424665,0.0,3302.637396116997,11480.547548040004,2884.368053333334,15305.34097333333,61995.6326,64352.16791999999,0.0,0.0,0.0,2356.535319999998,32.0,6000.0,6000.0
2025-05-13,61798.5459679535,53401.111731439334,0.0,2111.5100589725002,6285.924177541664,1741.891923333333,17567.299976666665,67381.23531999999,68954.62055333333,0.0,0.0,0.0,1573.3852333333336,24.0,6000.0,6000.0
2025-05-14,65067.679661799826,53086.084906518,0.0,1224.9831540535029,10756.611601228327,2577.272269999999,17808.269356666664,67454.13830333333,68245.14538666667,0.0,0.0,0.0,791.0070833333355,19.0,6000.0,6000.0
2025-05-15,66594.02607237083,53591.48159854833,0.0,147.1413527674993,12855.403121055,2999.13668,17986.566049999998,67637.26507,67752.48836999999,0.0,0.0,0.0,115.22329999999943,12.0,6000.0,6000.0
2025-05-16,35525.468014653336,29281.190755674997,0.0,12.752447075000141,6231.524811903335,1913.042716666667,37749.746133333334,38542.50345,38552.20961666667,0.0,0.0,0.0,9.706166666666775,1.0,6000.0,6000.0
2025-05-17,34874.03007931,29203.767466575,0.0,29.25509447999976,5641.007518255002,1706.9923633333337,29992.806353333333,38714.72299,38734.61359,0.0,0.0,0.0,19.890599999999836,6.0,6000.0,6000.0
2025-05-18,63988.291151088335,53480.05182825,0.0,93.83115679999973,10414.408166038334,2542.762093333334,16370.256066666665,67439.86657333333,67503.66257333333,0.0,0.0,0.0,63.79599999999982,6.0,6000.0,6000.0
2025-05-19,63191.40250917449,50734.11635313166,0.0,1323.926799199501,11133.359356843328,2684.0119466666656,20531.108523333332,64267.06839666666,65362.313376666665,0.0,0.0,0.0,1095.2449800000009,29.0,6000.0,6000.0
2025-05-20,63776.218503907505,50180.591024673,0.0,2620.745875644499,10974.881603590005,2759.4391233333345,13692.646459999998,63514.00871333333,65460.60323666666,0.0,0.0,0.0,1946.5945233333325,24.0,6000.0,6000.0
2025-05-21,64085.86466332933,49404.347727016335,0.0,4730.701500853,9950.81543546,2653.4009133333334,17583.025806666665,62951.9624,66292.24069333333,0.0,0.0,0.0,3340.2782933333333,47.0,6000.0,6000.0
2025-05-22,60677.26132350816,51326.877651522336,0.0,832.1198067174995,8518.263865268327,2202.3284466666655,16982.09165,65043.83207,65596.39390333333,0.0,0.0,0.0,552.561833333333,9.0,6000.0,6000.0
2025-05-23,35308.89739284867,28778.711208959,0.0,1046.6018002780002,5483.5843836116655,1620.2619599999996,34255.09100666667,38241.197439999996,39055.77884666667,0.0,0.0,0.0,814.5814066666668,16.0,6000.0,6000.0
2025-05-24,34971.635675717334,29742.912851415666,0.0,0.0,5228.722824301666,1512.2097233333332,37031.518116666666,39273.809793333334,39273.809793333334,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-05-25,59764.2970537015,49693.818701147335,0.0,773.6886900074999,9296.78966254667,2461.0485833333337,17964.76257333333,63366.87609,64048.725289999995,0.0,0.0,0.0,681.8491999999999,18.0,6000.0,6000.0
2025-05-26,65751.40439738684,50003.30105747566,0.0,5204.474307969497,10543.629031941671,2866.0113133333343,15302.059196666663,63472.92942,67015.88178333333,0.0,0.0,0.0,3542.952363333332,48.0,6000.0,6000.0
2025-05-27,64912.66855774833,49047.605638275665,0.0,1255.5918567410006,14609.471062731665,3542.9785599999996,17486.98113,62419.005399999995,63334.37027,0.0,0.0,0.0,915.3648700000002,26.0,6000.0,6000.0
2025-05-28,60908.430122756334,51910.73743157966,0.0,1207.9282174049995,7789.764473771671,1965.8826133333343,16367.70778333333,65721.40459666666,66675.64987,0.0,0.0,0.0,954.245273333333,25.0,6000.0,6000.0
2025-05-29,63478.55161393083,51863.240130927334,0.0,1469.3274001684974,10145.984082835004,2655.6635966666677,14812.971406666664,65197.08658333333,66267.43031,0.0,0.0,0.0,1070.3437266666651,42.0,6000.0,6000.0
2025-05-30,35523.875409847664,29088.615765451665,0.0,418.53300838600074,6016.72663601,1719.85664,33894.21745,38436.778046666666,38770.59501,0.0,0.0,0.0,333.81696333333394,18.0,6000.0,6000.0
2025-05-31,34888.57884471533,30490.373105550334,0.0,0.0,4398.205739165001,1388.032006666667,33314.905543333334,40316.05513666666,40316.05513666666,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0
2025-06-01,79877.21873487384,59818.625194409666,0.0,2344.9879932424997,17713.60554722168,5000.293806666669,10952.12389,75542.62338333332,77176.65648333333,0.0,0.0,0.0,1634.0330999999999,30.0,6000.0,6000.0
2025-06-02,79601.07981838068,61113.72880302733,0.0,16.353383959999984,18470.99763139334,5007.579183333335,13166.926089999999,76789.03590666666,76800.15460666666,0.0,0.0,0.0,11.11869999999999,6.0,6000.0,6000.0
2025-06-03,73036.94540447133,57917.307505763994,0.0,2313.7437412240006,12805.894157483342,3681.9675366666693,9482.715439999998,72283.40058333332,73993.11570333333,0.0,0.0,0.0,1709.7151200000003,38.0,6000.0,6000.0
2025-06-04,78997.458669239,64655.213501090664,0.0,15.52341151999983,14326.72175662834,4369.727443333335,16347.54274,81612.52179666667,81623.07619666666,0.0,0.0,0.0,10.554399999999873,6.0,6000.0,6000.0
2025-06-05,79663.48048126217,57484.99558537733,0.0,2816.8861230415027,19361.598772843343,5246.771316666669,8279.49278,71980.88906666666,74182.03946333333,0.0,0.0,0.0,2201.1503966666687,55.0,6000.0,6000.0
2025-06-06,46734.32690025717,31955.13807364133,0.0,26.483937447499883,14752.70488916834,4108.151310000001,15643.112199999998,42369.97939,42389.957089999996,0.0,0.0,0.0,19.977699999999913,6.0,6000.0,6000.0
2025-06-07,43436.0543810635,31911.399197607665,0.0,797.3798645974998,10727.275318858336,2963.619666666667,14916.788209999999,42481.58444333333,43079.68194333333,0.0,0.0,0.0,598.0974999999999,12.0,6000.0,6000.0
2025-06-08,73093.01027769267,63045.71240442467,0.0,3288.856176452998,6758.441696815001,1814.6889100000003,18450.31655333333,79385.43549,81820.55094333334,0.0,0.0,0.0,2435.115453333332,27.0,6000.0,6000.0
