template_date,decision_time,plan_version,start_slot,remaining_intervals,solver_name,solver_version,solver_status,termination_condition,mip_gap,runtime_seconds,objective,rows,columns,binary_count
2025-01-11,2025-01-11T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.021747999999206513,29628.633844363663,577,865,144
2025-01-11,2025-01-11T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.024430999998003244,18190.582476871798,655,764,109
2025-01-11,2025-01-11T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04258330000448041,12870.969338475728,439,512,73
2025-01-11,2025-01-11T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.016120399988722056,6044.934002323335,223,260,37
2025-01-11,2025-01-12T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002533000078983605,294.52688906666674,7,8,1
2025-01-12,2025-01-12T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.012692100019194186,67124.76866958766,577,865,144
2025-01-12,2025-01-12T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.06380329999956302,54875.91163590777,655,764,109
2025-01-12,2025-01-12T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.031107500020880252,35086.23215651577,439,512,73
2025-01-12,2025-01-12T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.008922899985918775,14067.645869184997,223,260,37
2025-01-12,2025-01-13T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00025510002160444856,288.46024280000006,7,8,1
2025-01-13,2025-01-13T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,2.1906765920196726e-16,0.013809900003252551,66426.57926495146,577,865,144
2025-01-13,2025-01-13T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.05922530000680126,50959.70310398971,655,764,109
2025-01-13,2025-01-13T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.030458099994575605,33706.20624472726,439,512,73
2025-01-13,2025-01-13T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.008834000007482246,13993.360705318331,223,260,37
2025-01-13,2025-01-14T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002531000063754618,265.6218417333334,7,8,1
2025-01-14,2025-01-14T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.026325900020310655,64997.87609049106,577,865,144
2025-01-14,2025-01-14T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.053680499986512586,50136.95936492426,655,764,109
2025-01-14,2025-01-14T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.030138100002659485,33255.910242585975,439,512,73
2025-01-14,2025-01-14T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.009103699994739145,13773.425173370331,223,260,37
2025-01-14,2025-01-15T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002330999996047467,272.9899598666667,7,8,1
2025-01-15,2025-01-15T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.013791700010187924,61948.38339192594,577,865,144
2025-01-15,2025-01-15T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.045465100003639236,52023.10595716812,655,764,109
2025-01-15,2025-01-15T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03225039999233559,33847.507039302785,439,512,73
2025-01-15,2025-01-15T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00862450001295656,13705.43615434533,223,260,37
2025-01-15,2025-01-16T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00031259999377653003,272.1324793333333,7,8,1
2025-01-16,2025-01-16T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.025326899980427697,62020.62173920237,577,865,144
2025-01-16,2025-01-16T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.028394299995852634,50326.14965517147,655,764,109
2025-01-16,2025-01-16T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.032261300017125905,31800.97022079961,439,512,73
2025-01-16,2025-01-16T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.008751399989705533,13831.260087623,223,260,37
2025-01-16,2025-01-17T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002449000021442771,203.0943213333333,7,8,1
2025-01-17,2025-01-17T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.020488699985435233,28309.232838606717,577,865,144
2025-01-17,2025-01-17T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.02389099998981692,15456.2541160234,655,764,109
2025-01-17,2025-01-17T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04463069999474101,12082.047934571321,439,512,73
2025-01-17,2025-01-17T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00923340002191253,5479.283511997002,223,260,37
2025-01-17,2025-01-18T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00023200002033263445,191.39090933333335,7,8,1
2025-01-18,2025-01-18T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.020760600018547848,29885.210440595325,577,865,144
2025-01-18,2025-01-18T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.023142999998526648,16971.53179095453,655,764,109
2025-01-18,2025-01-18T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.028401299990946427,12164.949617251665,439,512,73
2025-01-18,2025-01-18T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0160903999931179,5785.212521438332,223,260,37
2025-01-18,2025-01-19T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00023629999486729503,269.92107466666664,7,8,1
2025-01-19,2025-01-19T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.028076000016881153,61173.38810065503,577,865,144
2025-01-19,2025-01-19T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.030603499995777383,48485.65965033786,655,764,109
2025-01-19,2025-01-19T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.024885699996957555,34257.87432290757,439,512,73
2025-01-19,2025-01-19T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.009139600006164983,13747.160456330665,223,260,37
2025-01-19,2025-01-20T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00022419999004341662,251.901298,7,8,1
2025-01-20,2025-01-20T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.027023300004657358,62108.27428346707,577,865,144
2025-01-20,2025-01-20T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0349759999953676,48264.11231835058,655,764,109
2025-01-20,2025-01-20T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.027673000004142523,32014.0883807499,439,512,73
2025-01-20,2025-01-20T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.015250399999786168,13950.010023444,223,260,37
2025-01-20,2025-01-21T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00021989998640492558,264.36868866666657,7,8,1
2025-01-21,2025-01-21T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.01357139999163337,62030.45321855677,577,865,144
2025-01-21,2025-01-21T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03946860000723973,45904.02100611613,655,764,109
2025-01-21,2025-01-21T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.021929999988060445,31295.701191977663,439,512,73
2025-01-21,2025-01-21T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.008832799998344854,13934.702525795667,223,260,37
2025-01-21,2025-01-22T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00021989998640492558,272.66940239999997,7,8,1
2025-01-22,2025-01-22T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.015708599996287376,64295.742963035525,577,865,144
2025-01-22,2025-01-22T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.053581299987854436,49681.424741106326,655,764,109
2025-01-22,2025-01-22T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.031597599998349324,33555.994103285324,439,512,73
2025-01-22,2025-01-22T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.015870000002905726,13899.585038354331,223,260,37
2025-01-22,2025-01-23T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002243999915663153,255.22289479999995,7,8,1
2025-01-23,2025-01-23T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.027640299987979233,62203.32099491145,577,865,144
2025-01-23,2025-01-23T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.06226149998838082,49000.935808544455,655,764,109
2025-01-23,2025-01-23T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.032342499995138496,33500.84444622016,439,512,73
2025-01-23,2025-01-23T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.008727799984626472,13813.078507136664,223,260,37
2025-01-23,2025-01-24T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00023939998936839402,200.69776586666663,7,8,1
2025-01-24,2025-01-24T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03473749998374842,24971.720589878925,577,865,144
2025-01-24,2025-01-24T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04539760001352988,12790.713444331035,655,764,109
2025-01-24,2025-01-24T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04308210001909174,12278.711614819787,439,512,73
2025-01-24,2025-01-24T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.016396599996369332,5479.403435497332,223,260,37
2025-01-24,2025-01-25T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00024059999850578606,199.7110076,7,8,1
2025-01-25,2025-01-25T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.031120800005737692,24728.029922817997,577,865,144
2025-01-25,2025-01-25T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03205009998055175,15150.73524598778,655,764,109
2025-01-25,2025-01-25T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.027973299991572276,11444.2382682435,439,512,73
2025-01-25,2025-01-25T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.015815399994608015,5609.645503018334,223,260,37
2025-01-25,2025-01-26T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0005298999894876033,282.9999333333333,7,8,1
2025-01-26,2025-01-26T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.012905900017358363,65930.34423743785,577,865,144
2025-01-26,2025-01-26T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03117459997883998,49419.89749255917,655,764,109
2025-01-26,2025-01-26T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.02240790001815185,33868.728065762254,439,512,73
2025-01-26,2025-01-26T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.008912599994800985,13740.415374757,223,260,37
2025-01-26,2025-01-27T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002274000144097954,270.9393328,7,8,1
2025-01-27,2025-01-27T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.025938200007658452,58888.00509980493,577,865,144
2025-01-27,2025-01-27T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03792910001357086,47513.05525011201,655,764,109
2025-01-27,2025-01-27T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.022734300000593066,31280.359863788428,439,512,73
2025-01-27,2025-01-27T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0157525000104215,13640.996345466334,223,260,37
2025-01-27,2025-01-28T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00024160000612027943,274.8453162666666,7,8,1
2025-01-28,2025-01-28T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.01398940000217408,62144.34172785278,577,865,144
2025-01-28,2025-01-28T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04537230002461001,47739.27009897027,655,764,109
2025-01-28,2025-01-28T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.02937730000121519,31551.34836402143,439,512,73
2025-01-28,2025-01-28T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.01616600001580082,13380.112708308334,223,260,37
2025-01-28,2025-01-29T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002536999818403274,261.8233283999999,7,8,1
2025-01-29,2025-01-29T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.02501110002049245,57244.4256900089,577,865,144
2025-01-29,2025-01-29T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.017173700005514547,46938.06881242915,655,764,109
2025-01-29,2025-01-29T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.022473699995316565,29828.229505051124,439,512,73
2025-01-29,2025-01-29T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.009050199994817376,13954.053429271999,223,260,37
2025-01-29,2025-01-30T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002245000214315951,264.8562951999999,7,8,1
2025-01-30,2025-01-30T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.020793200004845858,57850.089725831036,577,865,144
2025-01-30,2025-01-30T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.029088900017086416,47434.02688151175,655,764,109
2025-01-30,2025-01-30T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03211410000221804,31501.1511902132,439,512,73
2025-01-30,2025-01-30T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.009009900008095428,13545.682114740666,223,260,37
2025-01-30,2025-01-31T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00023049997980706394,201.25706666666662,7,8,1
2025-01-31,2025-01-31T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.035790199995972216,23848.41889733791,577,865,144
2025-01-31,2025-01-31T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04378020000876859,13844.489338486974,655,764,109
2025-01-31,2025-01-31T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.028517200000351295,10648.780678196796,439,512,73
2025-01-31,2025-01-31T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.009588599990820512,5234.052161964667,223,260,37
2025-01-31,2025-02-01T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00024240001221187413,203.9721841333333,7,8,1
2025-02-01,2025-02-01T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.021479399991221726,25433.093281461002,577,865,144
2025-02-01,2025-02-01T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.03992780001135543,11764.533895301121,655,764,109
2025-02-01,2025-02-01T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.028195299993967637,11085.616258732502,439,512,73
2025-02-01,2025-02-01T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.01642820000415668,5565.488117066002,223,260,37
2025-02-01,2025-02-02T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.0002586999908089638,255.45436893333337,7,8,1
2025-02-02,2025-02-02T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.013643100013723597,60044.62798067755,577,865,144
2025-02-02,2025-02-02T06:00:00,update_0600,36,109,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.04558599999290891,44702.66237466286,655,764,109
2025-02-02,2025-02-02T12:00:00,update_1200,72,73,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.029351100005442277,30336.925790647685,439,512,73
2025-02-02,2025-02-02T18:00:00,update_1800,108,37,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.01606480000191368,13569.418452512,223,260,37
2025-02-02,2025-02-03T00:00:00,update_nextday_0000_slot144,144,1,HiGHS,1.15.1,OPTIMAL,Optimal,0.0,0.00022459999308921397,275.54087893333326,7,8,1
2025-02-03,2025-02-03T00:00:00,initial_0000,1,144,HiGHS,1.15.1,OPTIMAL,Optimal,2.3997124530332974e-16,0.024544599989894778,60640.24550096768,577,865,144
