template_date,template_slot,interval_start,interval_end,issue_datetime,decision_time,plan_version,G_initial,Q_version,C_version,D_version,soc_before_planned,soc_after_planned,pv_forecast,pv_forecast_source,forecast_kwh,forecast_version,lead_hour,target_time,mapping_method,interpolation_left_lead,interpolation_right_lead,endpoint_hold,fallback_reason,solver_status
2025-01-01,13,2025-01-01 02:10:00,2025-01-01 02:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,2,2025-01-01 02:00:00,ZOH,2,,False,,COLD_START_NO_SOLVE
2025-01-01,14,2025-01-01 02:20:00,2025-01-01 02:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,2,2025-01-01 02:00:00,ZOH,2,,False,,COLD_START_NO_SOLVE
2025-01-01,15,2025-01-01 02:30:00,2025-01-01 02:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,2,2025-01-01 02:00:00,ZOH,2,,False,,COLD_START_NO_SOLVE
2025-01-01,16,2025-01-01 02:40:00,2025-01-01 02:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,2,2025-01-01 02:00:00,ZOH,2,,False,,COLD_START_NO_SOLVE
2025-01-01,17,2025-01-01 02:50:00,2025-01-01 03:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,2,2025-01-01 02:00:00,ZOH,2,,False,,COLD_START_NO_SOLVE
2025-01-01,18,2025-01-01 03:00:00,2025-01-01 03:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,3,2025-01-01 03:00:00,ZOH,3,,False,,COLD_START_NO_SOLVE
2025-01-01,19,2025-01-01 03:10:00,2025-01-01 03:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,3,2025-01-01 03:00:00,ZOH,3,,False,,COLD_START_NO_SOLVE
2025-01-01,20,2025-01-01 03:20:00,2025-01-01 03:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,3,2025-01-01 03:00:00,ZOH,3,,False,,COLD_START_NO_SOLVE
2025-01-01,21,2025-01-01 03:30:00,2025-01-01 03:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,3,2025-01-01 03:00:00,ZOH,3,,False,,COLD_START_NO_SOLVE
2025-01-01,22,2025-01-01 03:40:00,2025-01-01 03:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,3,2025-01-01 03:00:00,ZOH,3,,False,,COLD_START_NO_SOLVE
2025-01-01,23,2025-01-01 03:50:00,2025-01-01 04:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,3,2025-01-01 03:00:00,ZOH,3,,False,,COLD_START_NO_SOLVE
2025-01-01,24,2025-01-01 04:00:00,2025-01-01 04:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,4,2025-01-01 04:00:00,ZOH,4,,False,,COLD_START_NO_SOLVE
2025-01-01,25,2025-01-01 04:10:00,2025-01-01 04:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,4,2025-01-01 04:00:00,ZOH,4,,False,,COLD_START_NO_SOLVE
2025-01-01,26,2025-01-01 04:20:00,2025-01-01 04:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,4,2025-01-01 04:00:00,ZOH,4,,False,,COLD_START_NO_SOLVE
2025-01-01,27,2025-01-01 04:30:00,2025-01-01 04:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,4,2025-01-01 04:00:00,ZOH,4,,False,,COLD_START_NO_SOLVE
2025-01-01,28,2025-01-01 04:40:00,2025-01-01 04:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,4,2025-01-01 04:00:00,ZOH,4,,False,,COLD_START_NO_SOLVE
2025-01-01,29,2025-01-01 04:50:00,2025-01-01 05:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,4,2025-01-01 04:00:00,ZOH,4,,False,,COLD_START_NO_SOLVE
2025-01-01,30,2025-01-01 05:00:00,2025-01-01 05:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,5,2025-01-01 05:00:00,ZOH,5,,False,,COLD_START_NO_SOLVE
2025-01-01,31,2025-01-01 05:10:00,2025-01-01 05:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,5,2025-01-01 05:00:00,ZOH,5,,False,,COLD_START_NO_SOLVE
2025-01-01,32,2025-01-01 05:20:00,2025-01-01 05:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,5,2025-01-01 05:00:00,ZOH,5,,False,,COLD_START_NO_SOLVE
2025-01-01,33,2025-01-01 05:30:00,2025-01-01 05:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,5,2025-01-01 05:00:00,ZOH,5,,False,,COLD_START_NO_SOLVE
2025-01-01,34,2025-01-01 05:40:00,2025-01-01 05:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,5,2025-01-01 05:00:00,ZOH,5,,False,,COLD_START_NO_SOLVE
2025-01-01,35,2025-01-01 05:50:00,2025-01-01 06:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,5,2025-01-01 05:00:00,ZOH,5,,False,,COLD_START_NO_SOLVE
2025-01-01,36,2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,6,2025-01-01 06:00:00,ZOH,6,,False,,COLD_START_NO_SOLVE
2025-01-01,37,2025-01-01 06:10:00,2025-01-01 06:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,6,2025-01-01 06:00:00,ZOH,6,,False,,COLD_START_NO_SOLVE
2025-01-01,38,2025-01-01 06:20:00,2025-01-01 06:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,6,2025-01-01 06:00:00,ZOH,6,,False,,COLD_START_NO_SOLVE
2025-01-01,39,2025-01-01 06:30:00,2025-01-01 06:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,6,2025-01-01 06:00:00,ZOH,6,,False,,COLD_START_NO_SOLVE
2025-01-01,40,2025-01-01 06:40:00,2025-01-01 06:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,6,2025-01-01 06:00:00,ZOH,6,,False,,COLD_START_NO_SOLVE
2025-01-01,41,2025-01-01 06:50:00,2025-01-01 07:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,attachment3,0.0,Q3-A3-POINT-v1.0,6,2025-01-01 06:00:00,ZOH,6,,False,,COLD_START_NO_SOLVE
2025-01-01,42,2025-01-01 07:00:00,2025-01-01 07:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,0.51955,Q3-A3-POINT-v1.0,7,2025-01-01 07:00:00,ZOH,7,,False,,COLD_START_NO_SOLVE
2025-01-01,43,2025-01-01 07:10:00,2025-01-01 07:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,0.51955,Q3-A3-POINT-v1.0,7,2025-01-01 07:00:00,ZOH,7,,False,,COLD_START_NO_SOLVE
2025-01-01,44,2025-01-01 07:20:00,2025-01-01 07:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,0.51955,Q3-A3-POINT-v1.0,7,2025-01-01 07:00:00,ZOH,7,,False,,COLD_START_NO_SOLVE
2025-01-01,45,2025-01-01 07:30:00,2025-01-01 07:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,0.51955,Q3-A3-POINT-v1.0,7,2025-01-01 07:00:00,ZOH,7,,False,,COLD_START_NO_SOLVE
2025-01-01,46,2025-01-01 07:40:00,2025-01-01 07:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,0.51955,Q3-A3-POINT-v1.0,7,2025-01-01 07:00:00,ZOH,7,,False,,COLD_START_NO_SOLVE
2025-01-01,47,2025-01-01 07:50:00,2025-01-01 08:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3.1173,attachment3,0.51955,Q3-A3-POINT-v1.0,7,2025-01-01 07:00:00,ZOH,7,,False,,COLD_START_NO_SOLVE
2025-01-01,48,2025-01-01 08:00:00,2025-01-01 08:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,267.22175,Q3-A3-POINT-v1.0,8,2025-01-01 08:00:00,ZOH,8,,False,,COLD_START_NO_SOLVE
2025-01-01,49,2025-01-01 08:10:00,2025-01-01 08:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,267.22175,Q3-A3-POINT-v1.0,8,2025-01-01 08:00:00,ZOH,8,,False,,COLD_START_NO_SOLVE
2025-01-01,50,2025-01-01 08:20:00,2025-01-01 08:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,267.22175,Q3-A3-POINT-v1.0,8,2025-01-01 08:00:00,ZOH,8,,False,,COLD_START_NO_SOLVE
2025-01-01,51,2025-01-01 08:30:00,2025-01-01 08:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,267.22175,Q3-A3-POINT-v1.0,8,2025-01-01 08:00:00,ZOH,8,,False,,COLD_START_NO_SOLVE
2025-01-01,52,2025-01-01 08:40:00,2025-01-01 08:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,267.22175,Q3-A3-POINT-v1.0,8,2025-01-01 08:00:00,ZOH,8,,False,,COLD_START_NO_SOLVE
2025-01-01,53,2025-01-01 08:50:00,2025-01-01 09:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,1603.3305,attachment3,267.22175,Q3-A3-POINT-v1.0,8,2025-01-01 08:00:00,ZOH,8,,False,,COLD_START_NO_SOLVE
2025-01-01,54,2025-01-01 09:00:00,2025-01-01 09:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,568.18215,Q3-A3-POINT-v1.0,9,2025-01-01 09:00:00,ZOH,9,,False,,COLD_START_NO_SOLVE
2025-01-01,55,2025-01-01 09:10:00,2025-01-01 09:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,568.18215,Q3-A3-POINT-v1.0,9,2025-01-01 09:00:00,ZOH,9,,False,,COLD_START_NO_SOLVE
2025-01-01,56,2025-01-01 09:20:00,2025-01-01 09:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,568.18215,Q3-A3-POINT-v1.0,9,2025-01-01 09:00:00,ZOH,9,,False,,COLD_START_NO_SOLVE
2025-01-01,57,2025-01-01 09:30:00,2025-01-01 09:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,568.18215,Q3-A3-POINT-v1.0,9,2025-01-01 09:00:00,ZOH,9,,False,,COLD_START_NO_SOLVE
2025-01-01,58,2025-01-01 09:40:00,2025-01-01 09:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,568.18215,Q3-A3-POINT-v1.0,9,2025-01-01 09:00:00,ZOH,9,,False,,COLD_START_NO_SOLVE
2025-01-01,59,2025-01-01 09:50:00,2025-01-01 10:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,3409.0929,attachment3,568.18215,Q3-A3-POINT-v1.0,9,2025-01-01 09:00:00,ZOH,9,,False,,COLD_START_NO_SOLVE
2025-01-01,60,2025-01-01 10:00:00,2025-01-01 10:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,811.88125,Q3-A3-POINT-v1.0,10,2025-01-01 10:00:00,ZOH,10,,False,,COLD_START_NO_SOLVE
2025-01-01,61,2025-01-01 10:10:00,2025-01-01 10:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,811.88125,Q3-A3-POINT-v1.0,10,2025-01-01 10:00:00,ZOH,10,,False,,COLD_START_NO_SOLVE
2025-01-01,62,2025-01-01 10:20:00,2025-01-01 10:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,811.88125,Q3-A3-POINT-v1.0,10,2025-01-01 10:00:00,ZOH,10,,False,,COLD_START_NO_SOLVE
2025-01-01,63,2025-01-01 10:30:00,2025-01-01 10:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,811.88125,Q3-A3-POINT-v1.0,10,2025-01-01 10:00:00,ZOH,10,,False,,COLD_START_NO_SOLVE
2025-01-01,64,2025-01-01 10:40:00,2025-01-01 10:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,811.88125,Q3-A3-POINT-v1.0,10,2025-01-01 10:00:00,ZOH,10,,False,,COLD_START_NO_SOLVE
2025-01-01,65,2025-01-01 10:50:00,2025-01-01 11:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,4871.2875,attachment3,811.88125,Q3-A3-POINT-v1.0,10,2025-01-01 10:00:00,ZOH,10,,False,,COLD_START_NO_SOLVE
2025-01-01,66,2025-01-01 11:00:00,2025-01-01 11:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,964.1851666667,Q3-A3-POINT-v1.0,11,2025-01-01 11:00:00,ZOH,11,,False,,COLD_START_NO_SOLVE
2025-01-01,67,2025-01-01 11:10:00,2025-01-01 11:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,964.1851666667,Q3-A3-POINT-v1.0,11,2025-01-01 11:00:00,ZOH,11,,False,,COLD_START_NO_SOLVE
2025-01-01,68,2025-01-01 11:20:00,2025-01-01 11:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,964.1851666667,Q3-A3-POINT-v1.0,11,2025-01-01 11:00:00,ZOH,11,,False,,COLD_START_NO_SOLVE
2025-01-01,69,2025-01-01 11:30:00,2025-01-01 11:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,964.1851666667,Q3-A3-POINT-v1.0,11,2025-01-01 11:00:00,ZOH,11,,False,,COLD_START_NO_SOLVE
2025-01-01,70,2025-01-01 11:40:00,2025-01-01 11:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,964.1851666667,Q3-A3-POINT-v1.0,11,2025-01-01 11:00:00,ZOH,11,,False,,COLD_START_NO_SOLVE
2025-01-01,71,2025-01-01 11:50:00,2025-01-01 12:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5785.111,attachment3,964.1851666667,Q3-A3-POINT-v1.0,11,2025-01-01 11:00:00,ZOH,11,,False,,COLD_START_NO_SOLVE
2025-01-01,72,2025-01-01 12:00:00,2025-01-01 12:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,956.1952833333,Q3-A3-POINT-v1.0,12,2025-01-01 12:00:00,ZOH,12,,False,,COLD_START_NO_SOLVE
2025-01-01,73,2025-01-01 12:10:00,2025-01-01 12:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,956.1952833333,Q3-A3-POINT-v1.0,12,2025-01-01 12:00:00,ZOH,12,,False,,COLD_START_NO_SOLVE
2025-01-01,74,2025-01-01 12:20:00,2025-01-01 12:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,956.1952833333,Q3-A3-POINT-v1.0,12,2025-01-01 12:00:00,ZOH,12,,False,,COLD_START_NO_SOLVE
2025-01-01,75,2025-01-01 12:30:00,2025-01-01 12:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,956.1952833333,Q3-A3-POINT-v1.0,12,2025-01-01 12:00:00,ZOH,12,,False,,COLD_START_NO_SOLVE
2025-01-01,76,2025-01-01 12:40:00,2025-01-01 12:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,956.1952833333,Q3-A3-POINT-v1.0,12,2025-01-01 12:00:00,ZOH,12,,False,,COLD_START_NO_SOLVE
2025-01-01,77,2025-01-01 12:50:00,2025-01-01 13:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,5737.1717,attachment3,956.1952833333,Q3-A3-POINT-v1.0,12,2025-01-01 12:00:00,ZOH,12,,False,,COLD_START_NO_SOLVE
2025-01-01,78,2025-01-01 13:00:00,2025-01-01 13:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,1007.8994,Q3-A3-POINT-v1.0,13,2025-01-01 13:00:00,ZOH,13,,False,,COLD_START_NO_SOLVE
2025-01-01,79,2025-01-01 13:10:00,2025-01-01 13:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,1007.8994,Q3-A3-POINT-v1.0,13,2025-01-01 13:00:00,ZOH,13,,False,,COLD_START_NO_SOLVE
2025-01-01,80,2025-01-01 13:20:00,2025-01-01 13:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,1007.8994,Q3-A3-POINT-v1.0,13,2025-01-01 13:00:00,ZOH,13,,False,,COLD_START_NO_SOLVE
2025-01-01,81,2025-01-01 13:30:00,2025-01-01 13:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,1007.8994,Q3-A3-POINT-v1.0,13,2025-01-01 13:00:00,ZOH,13,,False,,COLD_START_NO_SOLVE
2025-01-01,82,2025-01-01 13:40:00,2025-01-01 13:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,initial_0000,0.0,0.0,0.0,0.0,6000.0,6000.0,6047.3964,attachment3,1007.8994,Q3-A3-POINT-v1.0,13,2025-01-01 13:00:00,ZOH,13,,False,,COLD_START_NO_SOLVE
