physical_interval_start_hour,physical_interval_end_hour,source_template_slot,source_official_interval_label,price_yuan_per_kwh,load_kwh_per_10min,pv_kwh_per_10min,grid_purchase_kwh_per_10min,charge_kwh_per_10min,discharge_kwh_per_10min,discharge_plot_kwh_per_10min,soc_before_kwh,soc_after_kwh
7.666666666666667,7.833333333333333,46,7:40-7:50,0.6899,730.5594333333333,447.1958666666667,0.0,0.0,283.36356666666666,-283.36356666666666,4862.919925925926,4548.071518518518
7.833333333333333,8.0,47,7:50-8:00,0.86,818.4099833333332,497.72586666666666,0.0,0.0,320.68411666666657,-320.68411666666657,4548.071518518518,4191.755833333333
8.0,8.166666666666666,48,8:00-8:10,1.1617,966.6221166666666,548.2006666666666,0.0,0.0,418.42144999999994,-418.42144999999994,4191.755833333333,3726.8431111111104
8.166666666666666,8.333333333333334,49,8:10-8:20,1.1683,980.8043333333333,598.89355,0.0,0.0,381.91078333333326,-381.91078333333326,3726.8431111111104,3302.4977962962957
8.333333333333334,8.5,50,8:20-8:30,1.0956,958.0118833333332,648.4555333333333,0.0,0.0,309.55634999999995,-309.55634999999995,3302.4977962962957,2958.5462962962956
8.5,8.666666666666666,51,8:30-8:40,1.0849,961.5096833333333,696.8902833333333,0.0,0.0,264.61940000000004,-264.61940000000004,2958.5462962962956,2664.52474074074
8.666666666666666,8.833333333333334,52,8:40-8:50,1.061,959.0350833333333,745.2942833333333,0.0,0.0,213.74080000000004,-213.74080000000004,2664.52474074074,2427.0349629629623
8.833333333333334,9.0,53,8:50-9:00,1.043,970.6967833333333,792.1378666666666,0.0,0.0,178.55891666666673,-178.55891666666673,2427.0349629629623,2228.6361666666658
9.0,9.166666666666666,54,9:00-9:10,1.036,992.3766833333334,836.9845666666666,0.0,0.0,155.39211666666677,-155.39211666666677,2228.6361666666658,2055.9782592592583
9.166666666666666,9.333333333333334,55,9:10-9:20,1.0147,993.1616,880.9020999999999,0.0,0.0,112.25950000000012,-112.25950000000012,2055.9782592592583,1931.2454814814803
9.333333333333334,9.5,56,9:20-9:30,0.9922,988.2592333333333,923.8623666666667,0.0,0.0,64.3968666666666,-64.3968666666666,1931.2454814814803,1859.6934074074063
9.5,9.666666666666666,57,9:30-9:40,0.97,987.2971333333332,964.7348833333333,0.0,0.0,22.56224999999995,-22.56224999999995,1859.6934074074063,1834.6242407407397
9.666666666666666,9.833333333333334,58,9:40-9:50,0.9422,984.5976666666667,1002.0217333333333,0.0,17.42406666666659,0.0,-0.0,1834.6242407407397,1850.3059007407396
9.833333333333334,10.0,59,9:50-10:00,0.9569,983.1877,1036.0254666666665,0.0,52.83776666666654,0.0,-0.0,1850.3059007407396,1897.8598907407395
10.0,10.166666666666666,60,10:00-10:10,0.9977,983.7032666666667,1068.2656833333333,0.0,84.56241666666665,0.0,-0.0,1897.8598907407395,1973.9660657407394
10.166666666666666,10.333333333333334,61,10:10-10:20,0.9919,982.9132166666666,1099.8968,0.0,116.9835833333334,0.0,-0.0,1973.9660657407394,2079.2512907407395
10.333333333333334,10.5,62,10:20-10:30,0.9588,981.1261333333333,1127.7867333333334,0.0,146.66060000000004,0.0,-0.0,2079.2512907407395,2211.2458307407396
10.5,10.666666666666666,63,10:30-10:40,0.9549,978.9118,1152.43205,0.0,173.52024999999992,0.0,-0.0,2211.2458307407396,2367.4140557407395
10.666666666666666,10.833333333333334,64,10:40-10:50,0.9839,976.3384666666667,1177.36755,0.0,201.02908333333323,0.0,-0.0,2367.4140557407395,2548.3402307407396
10.833333333333334,11.0,65,10:50-11:00,0.799,974.1658,1199.5719166666665,0.0,225.40611666666655,0.0,-0.0,2548.3402307407396,2751.2057357407393
11.0,11.166666666666666,66,11:00-11:10,0.5025,973.1764499999999,1217.1857,0.0,244.00925000000007,0.0,-0.0,2751.2057357407393,2970.8140607407395
11.166666666666666,11.333333333333334,67,11:10-11:20,0.4662,973.1183833333332,1231.2808,575.1709166666665,833.3333333333333,0.0,-0.0,2970.8140607407395,3720.8140607407395
11.333333333333334,11.5,68,11:20-11:30,0.5007,970.5729666666666,1243.2044999999998,0.0,272.6315333333332,0.0,-0.0,3720.8140607407395,3966.1824407407394
11.5,11.666666666666666,69,11:30-11:40,0.4827,969.1322,1253.4531833333333,0.0,284.3209833333333,0.0,-0.0,3966.1824407407394,4222.07132574074
11.666666666666666,11.833333333333334,70,11:40-11:50,0.4785,972.06585,1261.3673166666667,179.2771713991827,468.5786380658495,0.0,-0.0,4222.07132574074,4643.792100000004
11.833333333333334,12.0,71,11:50-12:00,0.4662,952.1501666666666,1265.3589833333333,520.1245166666665,833.3333333333333,0.0,-0.0,4643.792100000004,5393.792100000004
12.0,12.166666666666666,72,12:00-12:10,0.4432,919.9101166666666,1266.84055,486.40289999999993,833.3333333333333,0.0,-0.0,5393.792100000004,6143.792100000004
12.166666666666666,12.333333333333334,73,12:10-12:20,0.4411,915.7984499999999,1268.7193333333332,480.4124499999999,833.3333333333333,0.0,-0.0,6143.792100000004,6893.792100000004
12.333333333333334,12.5,74,12:20-12:30,0.4551,919.0754,1267.1087333333332,485.29999999999995,833.3333333333333,0.0,-0.0,6893.792100000004,7643.792100000004
12.5,12.666666666666666,75,12:30-12:40,0.4463,914.3048333333332,1259.0312,488.6069666666666,833.3333333333333,0.0,-0.0,7643.792100000004,8393.792100000004
12.666666666666666,12.833333333333334,76,12:40-12:50,0.4113,910.3937999999999,1245.4564,498.27073333333317,833.3333333333333,0.0,-0.0,8393.792100000004,9143.792100000004
12.833333333333334,13.0,77,12:50-13:00,0.5682,927.6844333333333,1232.2361999999998,0.0,304.5517666666665,0.0,-0.0,9143.792100000004,9417.888690000003
13.0,13.166666666666666,78,13:00-13:10,0.8279,954.2924666666665,1218.79965,0.0,264.5071833333334,0.0,-0.0,9417.888690000003,9655.945155000003
13.166666666666666,13.333333333333334,79,13:10-13:20,0.8636,956.5826166666667,1199.0901666666666,0.0,242.50754999999992,0.0,-0.0,9655.945155000003,9874.201950000002
13.333333333333334,13.5,80,13:20-13:30,0.8416,952.4472666666667,1175.5228499999998,0.0,223.07558333333316,0.0,-0.0,9874.201950000002,10074.969975000002
13.5,13.666666666666666,81,13:30-13:40,0.8618,952.9750833333333,1151.7343999999998,0.0,198.75931666666656,0.0,-0.0,10074.969975000002,10253.853360000001
13.666666666666666,13.833333333333334,82,13:40-13:50,0.8623,951.3747666666666,1128.7345833333334,0.0,177.3598166666668,0.0,-0.0,10253.853360000001,10413.477195000001
13.833333333333334,14.0,83,13:50-14:00,0.9026,949.4863666666666,1101.2266666666665,0.0,151.74029999999982,0.0,-0.0,10413.477195000001,10550.043465
14.0,14.166666666666666,84,14:00-14:10,0.9754,948.7163833333334,1068.7514166666665,0.0,120.0350333333331,0.0,-0.0,10550.043465,10658.074995
14.166666666666666,14.333333333333334,85,14:10-14:20,1.0002,947.8548499999999,1035.6693,0.0,87.81445000000008,0.0,-0.0,10658.074995,10737.108
14.333333333333334,14.5,86,14:20-14:30,0.9978,946.4936666666667,1000.1185333333333,0.0,53.62486666666655,0.0,-0.0,10737.108,10785.37038
14.5,14.666666666666666,87,14:30-14:40,1.0271,944.9084666666665,961.1636,0.0,16.255133333333447,0.0,-0.0,10785.37038,10800.0
14.666666666666666,14.833333333333334,88,14:40-14:50,1.0906,944.0324666666667,920.2511,0.0,0.0,23.781366666666713,-23.781366666666713,10800.0,10773.57625925926
14.833333333333334,15.0,89,14:50-15:00,0.9376,945.4501833333334,878.1301666666666,0.0,0.0,67.32001666666679,-67.32001666666679,10773.57625925926,10698.77624074074
15.0,15.166666666666666,90,15:00-15:10,0.6694,947.0423999999999,834.9525333333332,112.0898666666667,0.0,0.0,-0.0,10698.77624074074,10698.77624074074
15.166666666666666,15.333333333333334,91,15:10-15:20,0.66,944.8365833333334,790.5747333333334,266.73269362139905,112.47084362139907,0.0,-0.0,10698.77624074074,10800.0
15.333333333333334,15.5,92,15:20-15:30,0.7217,942.7275166666666,745.204,197.52351666666664,0.0,0.0,-0.0,10800.0,10800.0
15.5,15.666666666666666,93,15:30-15:40,0.7308,942.8477833333333,698.03375,244.8140333333332,0.0,0.0,-0.0,10800.0,10800.0
15.666666666666666,15.833333333333334,94,15:40-15:50,0.7534,943.7668,648.2321833333333,295.5346166666667,0.0,0.0,-0.0,10800.0,10800.0
15.833333333333334,16.0,95,15:50-16:00,0.7823,944.8766,599.0990999999999,345.77750000000015,0.0,0.0,-0.0,10800.0,10800.0
16.0,16.166666666666668,96,16:00-16:10,0.8055,945.57945,550.6479666666667,394.9314833333333,0.0,0.0,-0.0,10800.0,10800.0
16.166666666666668,16.333333333333332,97,16:10-16:20,0.8271,945.1691000000001,499.73744999999997,445.4316500000001,0.0,-0.0,0.0,10800.0,10800.0
16.333333333333332,16.5,98,16:20-16:30,0.8519,943.5987666666666,447.90218333333337,495.69658333333325,0.0,-0.0,0.0,10800.0,10800.0
16.5,16.666666666666668,99,16:30-16:40,0.8791,944.3153666666667,397.1963166666667,547.11905,0.0,-0.0,0.0,10800.0,10800.0
16.666666666666668,16.833333333333332,100,16:40-16:50,0.9024,948.1728666666666,348.18743333333333,599.9854333333333,0.0,-0.0,0.0,10800.0,10800.0
16.833333333333332,17.0,101,16:50-17:00,0.9163,933.9435666666666,298.5138166666667,635.4297499999999,0.0,-0.0,0.0,10800.0,10800.0
17.0,17.166666666666668,102,17:00-17:10,0.9264,911.1187333333334,250.28805,660.8306833333334,0.0,-0.0,0.0,10800.0,10800.0
17.166666666666668,17.333333333333332,103,17:10-17:20,0.9462,911.2323166666666,209.19538333333333,702.0369333333333,0.0,-0.0,0.0,10800.0,10800.0
17.333333333333332,17.5,104,17:20-17:30,0.9742,910.7878333333333,172.72205,738.0657833333333,0.0,-0.0,0.0,10800.0,10800.0
17.5,17.666666666666668,105,17:30-17:40,0.9862,915.4076333333334,139.46291666666667,775.9447166666666,0.0,-0.0,0.0,10800.0,10800.0
17.666666666666668,17.833333333333332,106,17:40-17:50,0.976,936.9551333333334,110.87188333333333,826.08325,0.0,0.0,-0.0,10800.0,10800.0
17.833333333333332,18.0,107,17:50-18:00,1.0742,848.5354333333332,86.11263333333332,762.4227999999999,0.0,-0.0,0.0,10800.0,10800.0
18.0,18.166666666666668,108,18:00-18:10,1.2313,701.4281333333333,64.44551666666666,636.9826166666667,0.0,-0.0,0.0,10800.0,10800.0
18.166666666666668,18.333333333333332,109,18:10-18:20,1.2561,687.1268499999999,45.96554999999999,531.8940499999999,0.0,109.26725000000005,-109.26725000000005,10800.0,10678.591944444444
18.333333333333332,18.5,110,18:20-18:30,1.2447,709.3226333333333,30.492099999999997,678.8305333333333,0.0,0.0,-0.0,10678.591944444444,10678.591944444444
18.5,18.666666666666668,111,18:30-18:40,1.2545,704.3254,18.0569,686.2684999999999,0.0,0.0,-0.0,10678.591944444444,10678.591944444444
18.666666666666668,18.833333333333332,112,18:40-18:50,1.2522,705.5563999999999,9.052016666666667,696.5043833333333,0.0,0.0,-0.0,10678.591944444444,10678.591944444444
18.833333333333332,19.0,113,18:50-19:00,1.2881,707.7437499999999,3.1094833333333334,0.0,0.0,704.6342666666666,-704.6342666666666,10678.591944444444,9895.664981481481
19.0,19.166666666666668,114,19:00-19:10,1.3466,706.5299166666666,0.04588333333333333,0.0,0.0,706.4840333333333,-706.4840333333333,9895.664981481481,9110.682722222222
19.166666666666668,19.333333333333332,115,19:10-19:20,1.3523,707.4447333333333,0.038266666666666664,0.0,0.0,707.4064666666666,-707.4064666666666,9110.682722222222,8324.675537037037
19.333333333333332,19.5,116,19:20-19:30,1.3445,708.6531166666666,0.10011666666666666,0.0,0.0,708.553,-708.553,8324.675537037037,7537.394425925927
19.5,19.666666666666668,117,19:30-19:40,1.3483,709.4468833333333,0.0,0.0,0.0,709.4468833333333,-709.4468833333333,7537.394425925927,6749.120111111112
19.666666666666668,19.833333333333332,118,19:40-19:50,1.349,711.23245,0.0,0.0,0.0,711.23245,-711.23245,6749.120111111112,5958.861833333334
19.833333333333332,20.0,119,19:50-20:00,1.3473,711.6625,0.0,0.0,0.0,711.6625,-711.6625,5958.861833333334,5168.125722222223
20.0,20.166666666666668,120,20:00-20:10,1.3482,711.4450333333332,0.0,0.0,0.0,711.4450333333332,-711.4450333333332,5168.125722222223,4377.631240740741
20.166666666666668,20.333333333333332,121,20:10-20:20,1.3513,713.7040833333333,0.0,0.0,0.0,713.7040833333333,-713.7040833333333,4377.631240740741,3584.626703703704
20.333333333333332,20.5,122,20:20-20:30,1.34,715.28415,0.0,0.0,0.0,715.28415,-715.28415,3584.626703703704,2789.8665370370372
20.5,20.666666666666668,123,20:30-20:40,1.3489,715.22685,0.0,0.0,0.0,715.22685,-715.22685,2789.8665370370372,1995.170037037037
20.666666666666668,20.833333333333332,124,20:40-20:50,1.3952,715.6530333333333,0.0,0.0,0.0,715.6530333333333,-715.6530333333333,1995.170037037037,1200.0
20.833333333333332,21.0,125,20:50-21:00,1.2226,715.8689166666666,0.0,715.8689166666666,0.0,-0.0,0.0,1200.0,1200.0
21.0,21.166666666666668,126,21:00-21:10,0.9332,717.0051166666667,0.0,717.0051166666667,0.0,0.0,-0.0,1200.0,1200.0
21.166666666666668,21.333333333333332,127,21:10-21:20,0.9068,720.1603,0.0,720.1603,0.0,0.0,-0.0,1200.0,1200.0
21.333333333333332,21.5,128,21:20-21:30,0.9371,717.0548666666666,0.0,717.0548666666666,0.0,0.0,-0.0,1200.0,1200.0
21.5,21.666666666666668,129,21:30-21:40,0.9371,720.4459666666667,0.0,720.4459666666667,0.0,0.0,-0.0,1200.0,1200.0
21.666666666666668,21.833333333333332,130,21:40-21:50,0.9871,738.1347166666666,0.0,738.1347166666666,0.0,-0.0,0.0,1200.0,1200.0
21.833333333333332,22.0,131,21:50-22:00,0.7764,671.6935666666666,0.0,671.6935666666666,0.0,-0.0,0.0,1200.0,1200.0
22.0,22.166666666666668,132,22:00-22:10,0.4209,560.4569833333333,0.0,1393.7903166666665,833.3333333333333,0.0,-0.0,1200.0,1950.0
22.166666666666668,22.333333333333332,133,22:10-22:20,0.3859,551.5655666666667,0.0,1384.8989,833.3333333333333,0.0,-0.0,1950.0,2700.0
22.333333333333332,22.5,134,22:20-22:30,0.4368,568.8260499999999,0.0,568.8260499999999,0.0,0.0,-0.0,2700.0,2700.0
22.5,22.666666666666668,135,22:30-22:40,0.4198,563.6552166666667,0.0,1396.98855,833.3333333333333,0.0,-0.0,2700.0,3450.0
22.666666666666668,22.833333333333332,136,22:40-22:50,0.4186,564.4265333333333,0.0,1397.7598666666665,833.3333333333333,0.0,-0.0,3450.0,4200.0
22.833333333333332,23.0,137,22:50-23:00,0.4241,566.7474333333332,0.0,566.7474333333332,0.0,0.0,-0.0,4200.0,4200.0
23.0,23.166666666666668,138,23:00-23:10,0.4237,566.5404333333333,0.0,1399.8737666666666,833.3333333333333,0.0,-0.0,4200.0,4950.0
23.166666666666668,23.333333333333332,139,23:10-23:20,0.4248,567.83015,0.0,567.83015,0.0,0.0,-0.0,4950.0,4950.0
23.333333333333332,23.5,140,23:20-23:30,0.424,569.3586333333333,0.0,569.3586333333333,0.0,0.0,-0.0,4950.0,4950.0
23.5,23.666666666666668,141,23:30-23:40,0.422,570.3301833333333,0.0,1403.6635166666665,833.3333333333333,0.0,-0.0,4950.0,5700.0
23.666666666666668,23.833333333333332,142,23:40-23:50,0.424,571.6153833333333,0.0,904.9487166666665,333.3333333333333,0.0,-0.0,5700.0,6000.0
23.833333333333332,24.0,143,23:50-0:00+1,0.4271,573.1768333333333,0.0,573.1768333333333,0.0,0.0,-0.0,6000.0,6000.0
