template_date,period,status,solver_name,solver_version,termination_condition,mip_gap,runtime_seconds
2025-01-26,warmup,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025685300000077405
2025-01-27,warmup,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024942400000327325
2025-01-28,warmup,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01840779999974984
2025-01-29,warmup,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.036761899999874004
2025-01-30,warmup,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.014246400000047288
2025-01-31,warmup,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.035979499999939435
2025-02-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029590599999664846
2025-02-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01966939999965689
2025-02-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029285900000104448
2025-02-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025922199999968143
2025-02-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01311710000027233
2025-02-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.2908636046498926e-16,0.010335500000110187
2025-02-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.031282999999802996
2025-02-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04707529999996041
2025-02-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01945290000003297
2025-02-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019145299999763665
2025-02-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.016234799999892857
2025-02-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02288929999986067
2025-02-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022982500000125583
2025-02-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021450000000186265
2025-02-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04636800000025687
2025-02-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0213792999998077
2025-02-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018515999999635824
2025-02-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020324000000073283
2025-02-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018402900000182854
2025-02-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017730099999880622
2025-02-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01902650000010908
2025-02-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027751399999942805
2025-02-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022660499999801686
2025-02-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019979700000021694
2025-02-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020552200000111043
2025-02-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019227000000228145
2025-02-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02793210000027102
2025-02-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.07505319999972926
2025-03-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.06052349999981743
2025-03-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020078000000012253
2025-03-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.014985399999659421
2025-03-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03070720000005167
2025-03-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021088500000132626
2025-03-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022974499999691034
2025-03-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030141399999592977
2025-03-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03159670000013648
2025-03-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018955600000026607
2025-03-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01911470000004556
2025-03-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019642799999928684
2025-03-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017837599999893428
2025-03-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019670199999836768
2025-03-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026732100000117498
2025-03-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.05368989999988116
2025-03-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020028499999625637
2025-03-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01932459999989078
2025-03-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.031158100000084232
2025-03-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0178568000001178
2025-03-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019383299999844894
2025-03-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024922200000219163
2025-03-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.06603899999981877
2025-03-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021663700000317476
2025-03-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025158599999940634
2025-03-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020378100000016275
2025-03-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022081299999626935
2025-03-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.033045099999981176
2025-03-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030117499999960273
2025-03-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03799960000014835
2025-03-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03046700000004421
2025-03-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020678400000178954
2025-04-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020425600000180566
2025-04-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01947699999982433
2025-04-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01908030000004146
2025-04-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.311683289075761e-16,0.03672280000000683
2025-04-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030325799999900482
2025-04-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019559899999876507
2025-04-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02246240000022226
2025-04-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021869199999855482
2025-04-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028482599999733793
2025-04-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020260599999801343
2025-04-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.06603809999978694
2025-04-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027181999999811524
2025-04-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02218849999962913
2025-04-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020447300000341784
2025-04-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030826799999886134
2025-04-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0319139999996878
2025-04-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021541999999953987
2025-04-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020261000000118656
2025-04-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.05307840000023134
2025-04-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02281600000014805
2025-04-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02013810000016747
2025-04-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03976199999988239
2025-04-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021974999999656575
2025-04-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028697700000066106
2025-04-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02523830000018279
2025-04-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024058200000126817
2025-04-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03063090000023294
2025-04-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03449990000035541
2025-04-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019538399999873945
2025-04-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029449099999965256
2025-05-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02894749999995838
2025-05-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.06298590000005788
2025-05-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02800550000029034
2025-05-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029381700000158162
2025-05-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03147999999964668
2025-05-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.032614900000226044
2025-05-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020533099999738624
2025-05-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022693100000196864
2025-05-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03319400000009409
2025-05-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01891929999965214
2025-05-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019510400000399386
2025-05-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022103600000264123
2025-05-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03159740000000966
2025-05-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029166799999984505
2025-05-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02929050000011557
2025-05-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02027300000008836
2025-05-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026308099999823753
2025-05-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019364900000255147
2025-05-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03403500000013082
2025-05-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030293799999981275
2025-05-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030468200000086654
2025-05-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025956800000130897
2025-05-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021500800000012532
2025-05-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01893870000003517
2025-05-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020395000000007713
2025-05-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02021550000017669
2025-05-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029678400000193506
2025-05-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03594900000007328
2025-05-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0287134000000151
2025-05-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.030628600000000006
2025-05-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019848100000217528
2025-06-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0219040999995741
2025-06-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020659799999975803
2025-06-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019774500000039552
2025-06-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01873299999988376
2025-06-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019047800000407733
2025-06-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.056892700000389596
2025-06-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.043472100000144565
2025-06-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02311779999990904
2025-06-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020935500000177854
2025-06-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02173559999982899
2025-06-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.5387266171570365e-16,0.0195411999998214
2025-06-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02364259999967544
2025-06-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.07188919999998689
2025-06-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03870509999978822
2025-06-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017764299999726063
2025-06-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02107259999957023
2025-06-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018756500000108645
2025-06-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022407599999951344
2025-06-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01955290000023524
2025-06-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026832800000192947
2025-06-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.055377300000145624
2025-06-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02027090000001408
2025-06-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.031191299999591138
2025-06-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,3.262190576482524e-16,0.02391650000026857
2025-06-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03390080000008311
2025-06-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018939500000215048
2025-06-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019563899999866408
2025-06-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019779299999754585
2025-06-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017676100000244332
2025-06-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02427350000016304
2025-07-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022385500000382308
2025-07-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01925570000003063
2025-07-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027665800000249874
2025-07-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01853080000000773
2025-07-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02592980000008538
2025-07-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021651900000051683
2025-07-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01865410000027623
2025-07-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019827900000109366
2025-07-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019017499999790743
2025-07-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020454699999845616
2025-07-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0192655000000741
2025-07-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.055847999999969034
2025-07-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01790130000017598
2025-07-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020500799999808805
2025-07-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019843199999741046
2025-07-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01934879999998884
2025-07-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021484200000031706
2025-07-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024245799999789597
2025-07-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.05939390000003186
2025-07-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01788269999997283
2025-07-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018155700000079378
2025-07-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019655300000067655
2025-07-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01916979999987234
2025-07-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.4690511234129519e-16,0.026152800000090792
2025-07-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01965860000018438
2025-07-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0803820999999516
2025-07-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021026200000051176
2025-07-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.4812936867948465e-16,0.02034379999986413
2025-07-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.3922067318354082e-16,0.018452999999681197
2025-07-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020309200000156125
2025-07-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01813979999997173
2025-08-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.05071799999996074
2025-08-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.062164100000245526
2025-08-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019032700000025216
2025-08-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.7035874097863552e-16,0.02835000000004584
2025-08-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.031203500000174245
2025-08-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02029080000011163
2025-08-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020460000000184664
2025-08-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02067880000004152
2025-08-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026600000000144064
2025-08-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03637140000000727
2025-08-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02874820000033651
2025-08-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02065519999996468
2025-08-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021002599999974336
2025-08-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03018130000009478
2025-08-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.09776779999992868
2025-08-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.031829100000322796
2025-08-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03238240000018777
2025-08-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0282030999997005
2025-08-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028722900000047957
2025-08-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.642990566258621e-16,0.02184769999985292
2025-08-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01864720000003217
2025-08-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01893240000026708
2025-08-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024028000000271277
2025-08-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019933900000069116
2025-08-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02227999999968233
2025-08-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018755800000235467
2025-08-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021300200000041514
2025-08-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019290400000045338
2025-08-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01937820000011925
2025-08-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020868200000222714
2025-08-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.642127319859834e-16,0.02154179999979533
2025-09-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019239700000071025
2025-09-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03140209999992294
2025-09-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.628945455828247e-16,0.021177800000259595
2025-09-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.565027670185555e-16,0.01957910000010088
2025-09-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02420899999970061
2025-09-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.07708890000003521
2025-09-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022528299999976298
2025-09-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029753900000287103
2025-09-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021129199999904813
2025-09-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04717479999999341
2025-09-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020525700000234792
2025-09-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025179400000070018
2025-09-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.044276000000081694
2025-09-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.047374000000218075
2025-09-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02072169999973994
2025-09-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04324110000015935
2025-09-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01960240000016711
2025-09-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028710300000057032
2025-09-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03355539999984103
2025-09-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04624169999988226
2025-09-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019219799999973475
2025-09-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028595299999778945
2025-09-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020374500000343687
2025-09-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020658999999795924
2025-09-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019272799999725976
2025-09-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03125550000004296
2025-09-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0616690000001654
2025-09-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0203470000001289
2025-09-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020869200000106503
2025-09-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.7371809031001283e-16,0.019789200000104756
2025-10-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023358699999789678
2025-10-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03200680000009015
2025-10-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.07898270000032426
