issue,lead,target_H1,forecast_kw,H0_hour_start,H0_hour_mean,H1_point
2025-03-20T00:00:00,1,2025-03-20T01:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,2,2025-03-20T02:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,3,2025-03-20T03:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,4,2025-03-20T04:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,5,2025-03-20T05:00:00,0,0.0,0.004833333333333333,0.0
2025-03-20T00:00:00,6,2025-03-20T06:00:00,0,0.0,0.9395000000000001,0.0
2025-03-20T00:00:00,7,2025-03-20T07:00:00,1744.4593,0.0,580.8597666666667,1693.2375
2025-03-20T00:00:00,8,2025-03-20T08:00:00,3799.7469,1693.2375,2448.7327000000005,3476.5125
2025-03-20T00:00:00,9,2025-03-20T09:00:00,5542.9795,3476.5125,4187.613383333333,5180.8875
2025-03-20T00:00:00,10,2025-03-20T10:00:00,7336.285,5180.8875,5728.272133333333,6426.1875
2025-03-20T00:00:00,11,2025-03-20T11:00:00,8249.9904,6426.1875,6913.063950000001,7263.0
2025-03-20T00:00:00,12,2025-03-20T12:00:00,7846.9398,7263.0,7299.2967,7818.45
2025-03-20T00:00:00,13,2025-03-20T13:00:00,6342.6733,7818.45,7685.587149999999,7525.8
2025-03-20T00:00:00,14,2025-03-20T14:00:00,5887.2321,7525.8,6970.706416666667,6799.95
2025-03-20T00:00:00,15,2025-03-20T15:00:00,3900.1545,6799.95,6140.4108166666665,5072.775
2025-03-20T00:00:00,16,2025-03-20T16:00:00,2353.3917,5072.775,4314.499033333334,3156.225
2025-03-20T00:00:00,17,2025-03-20T17:00:00,1249.5376,3156.225,2431.45555,1377.7125
2025-03-20T00:00:00,18,2025-03-20T18:00:00,0,1377.7125,736.9765333333334,0.0
2025-03-20T00:00:00,19,2025-03-20T19:00:00,0,0.0,0.9963000000000001,0.0
2025-03-20T00:00:00,20,2025-03-20T20:00:00,0,0.0,0.00515,0.0
2025-03-20T00:00:00,21,2025-03-20T21:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,22,2025-03-20T22:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,23,2025-03-20T23:00:00,0,0.0,0.0,0.0
2025-03-20T00:00:00,24,2025-03-21T00:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,1,2025-03-20T07:00:00,1727.4881,0.0,580.8597666666667,1693.2375
2025-03-20T06:00:00,2,2025-03-20T08:00:00,3564.5197,1693.2375,2448.7327000000005,3476.5125
2025-03-20T06:00:00,3,2025-03-20T09:00:00,5464.1198,3476.5125,4187.613383333333,5180.8875
2025-03-20T06:00:00,4,2025-03-20T10:00:00,6778.2246,5180.8875,5728.272133333333,6426.1875
2025-03-20T06:00:00,5,2025-03-20T11:00:00,7787.0157,6426.1875,6913.063950000001,7263.0
2025-03-20T06:00:00,6,2025-03-20T12:00:00,8429.153,7263.0,7299.2967,7818.45
2025-03-20T06:00:00,7,2025-03-20T13:00:00,8650.9692,7818.45,7685.587149999999,7525.8
2025-03-20T06:00:00,8,2025-03-20T14:00:00,7692.5743,7525.8,6970.706416666667,6799.95
2025-03-20T06:00:00,9,2025-03-20T15:00:00,5648.2918,6799.95,6140.4108166666665,5072.775
2025-03-20T06:00:00,10,2025-03-20T16:00:00,3471.9998,5072.775,4314.499033333334,3156.225
2025-03-20T06:00:00,11,2025-03-20T17:00:00,1550.0119,3156.225,2431.45555,1377.7125
2025-03-20T06:00:00,12,2025-03-20T18:00:00,0,1377.7125,736.9765333333334,0.0
2025-03-20T06:00:00,13,2025-03-20T19:00:00,0,0.0,0.9963000000000001,0.0
2025-03-20T06:00:00,14,2025-03-20T20:00:00,0,0.0,0.00515,0.0
2025-03-20T06:00:00,15,2025-03-20T21:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,16,2025-03-20T22:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,17,2025-03-20T23:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,18,2025-03-21T00:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,19,2025-03-21T01:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,20,2025-03-21T02:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,21,2025-03-21T03:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,22,2025-03-21T04:00:00,0,0.0,0.0,0.0
2025-03-20T06:00:00,23,2025-03-21T05:00:00,0,0.0,0.0056833333333333345,0.0
2025-03-20T06:00:00,24,2025-03-21T06:00:00,0,0.0,1.1013166666666667,0.0
2025-03-20T12:00:00,1,2025-03-20T13:00:00,7621.8427,7818.45,7685.587149999999,7525.8
2025-03-20T12:00:00,2,2025-03-20T14:00:00,6888.1777,7525.8,6970.706416666667,6799.95
2025-03-20T12:00:00,3,2025-03-20T15:00:00,5205.121,6799.95,6140.4108166666665,5072.775
2025-03-20T12:00:00,4,2025-03-20T16:00:00,3256.946,5072.775,4314.499033333334,3156.225
2025-03-20T12:00:00,5,2025-03-20T17:00:00,1395.6276,3156.225,2431.45555,1377.7125
2025-03-20T12:00:00,6,2025-03-20T18:00:00,0,1377.7125,736.9765333333334,0.0
2025-03-20T12:00:00,7,2025-03-20T19:00:00,0,0.0,0.9963000000000001,0.0
2025-03-20T12:00:00,8,2025-03-20T20:00:00,0,0.0,0.00515,0.0
2025-03-20T12:00:00,9,2025-03-20T21:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,10,2025-03-20T22:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,11,2025-03-20T23:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,12,2025-03-21T00:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,13,2025-03-21T01:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,14,2025-03-21T02:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,15,2025-03-21T03:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,16,2025-03-21T04:00:00,0,0.0,0.0,0.0
2025-03-20T12:00:00,17,2025-03-21T05:00:00,0,0.0,0.0056833333333333345,0.0
2025-03-20T12:00:00,18,2025-03-21T06:00:00,0,0.0,1.1013166666666667,0.0
2025-03-20T12:00:00,19,2025-03-21T07:00:00,1437.6362,0.0,570.21735,1515.15
2025-03-20T12:00:00,20,2025-03-21T08:00:00,4093.4311,1515.15,2497.371483333333,3927.9
2025-03-20T12:00:00,21,2025-03-21T09:00:00,4714.0153,3927.9,4564.186483333334,5463.7125
2025-03-20T12:00:00,22,2025-03-21T10:00:00,5298.2119,5463.7125,5836.114116666667,6699.975
2025-03-20T12:00:00,23,2025-03-21T11:00:00,5895.4383,6699.975,7316.756766666666,8135.175
2025-03-20T12:00:00,24,2025-03-21T12:00:00,5104.9141,8135.175,8452.3077,8906.5125
2025-03-20T18:00:00,1,2025-03-20T19:00:00,0,0.0,0.9963000000000001,0.0
2025-03-20T18:00:00,2,2025-03-20T20:00:00,0,0.0,0.00515,0.0
2025-03-20T18:00:00,3,2025-03-20T21:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,4,2025-03-20T22:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,5,2025-03-20T23:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,6,2025-03-21T00:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,7,2025-03-21T01:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,8,2025-03-21T02:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,9,2025-03-21T03:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,10,2025-03-21T04:00:00,0,0.0,0.0,0.0
2025-03-20T18:00:00,11,2025-03-21T05:00:00,0,0.0,0.0056833333333333345,0.0
2025-03-20T18:00:00,12,2025-03-21T06:00:00,0,0.0,1.1013166666666667,0.0
2025-03-20T18:00:00,13,2025-03-21T07:00:00,1354.4122,0.0,570.21735,1515.15
2025-03-20T18:00:00,14,2025-03-21T08:00:00,3808.1698,1515.15,2497.371483333333,3927.9
2025-03-20T18:00:00,15,2025-03-21T09:00:00,5387.0002,3927.9,4564.186483333334,5463.7125
2025-03-20T18:00:00,16,2025-03-21T10:00:00,6436.1853,5463.7125,5836.114116666667,6699.975
2025-03-20T18:00:00,17,2025-03-21T11:00:00,7577.9817,6699.975,7316.756766666666,8135.175
2025-03-20T18:00:00,18,2025-03-21T12:00:00,8827.2929,8135.175,8452.3077,8906.5125
2025-03-20T18:00:00,19,2025-03-21T13:00:00,8852.925,8906.5125,8560.183166666668,7995.75
2025-03-20T18:00:00,20,2025-03-21T14:00:00,8057.7,7995.75,7701.613466666667,7246.8375
2025-03-20T18:00:00,21,2025-03-21T15:00:00,6225.1224,7246.8375,6219.40565,5468.2125
2025-03-20T18:00:00,22,2025-03-21T16:00:00,4017.7411,5468.2125,4971.519333333334,4046.0625
2025-03-20T18:00:00,23,2025-03-21T17:00:00,1418.1796,4046.0625,3000.519,1612.725
2025-03-20T18:00:00,24,2025-03-21T18:00:00,0,1612.725,867.68915,0.0
2025-06-21T00:00:00,1,2025-06-21T01:00:00,0,0.0,0.0,0.0
2025-06-21T00:00:00,2,2025-06-21T02:00:00,0,0.0,0.0,0.0
2025-06-21T00:00:00,3,2025-06-21T03:00:00,0,0.0,0.0,0.0
2025-06-21T00:00:00,4,2025-06-21T04:00:00,0,0.0,0.0029,0.0
2025-06-21T00:00:00,5,2025-06-21T05:00:00,6.9655,0.0,0.5629833333333334,7.275
2025-06-21T00:00:00,6,2025-06-21T06:00:00,859.4418,7.275,354.7524,890.7
2025-06-21T00:00:00,7,2025-06-21T07:00:00,2532.6761,890.7,1603.2942666666665,2699.25
2025-06-21T00:00:00,8,2025-06-21T08:00:00,3933.3915,2699.25,3187.952483333333,4003.425
2025-06-21T00:00:00,9,2025-06-21T09:00:00,4518.8744,4003.425,4381.17875,4746.075
2025-06-21T00:00:00,10,2025-06-21T10:00:00,6743.1009,4746.075,5486.824799999999,6643.5375
2025-06-21T00:00:00,11,2025-06-21T11:00:00,7468.5499,6643.5375,6877.829066666668,7400.1
2025-06-21T00:00:00,12,2025-06-21T12:00:00,8161.2665,7400.1,7806.364833333333,7665.1125
2025-06-21T00:00:00,13,2025-06-21T13:00:00,8099.5207,7665.1125,8256.9787,8049.6
2025-06-21T00:00:00,14,2025-06-21T14:00:00,6021.0491,8049.6,7180.221116666667,5956.2
2025-06-21T00:00:00,15,2025-06-21T15:00:00,6225.5688,5956.2,5901.15585,5680.4625
2025-06-21T00:00:00,16,2025-06-21T16:00:00,3539.8936,5680.4625,5043.995416666666,4055.4
2025-06-21T00:00:00,17,2025-06-21T17:00:00,2502.9332,4055.4,3440.2875166666668,2623.6125
2025-06-21T00:00:00,18,2025-06-21T18:00:00,995.2963,2623.6125,1979.6644833333337,1034.1
2025-06-21T00:00:00,19,2025-06-21T19:00:00,7.3748,1034.1,570.3793999999999,7.7625
2025-06-21T00:00:00,20,2025-06-21T20:00:00,0,7.7625,1.8764333333333332,0.0
2025-06-21T00:00:00,21,2025-06-21T21:00:00,0,0.0,0.0029999999999999996,0.0
2025-06-21T00:00:00,22,2025-06-21T22:00:00,0,0.0,0.0,0.0
2025-06-21T00:00:00,23,2025-06-21T23:00:00,0,0.0,0.0,0.0
2025-06-21T00:00:00,24,2025-06-22T00:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,1,2025-06-21T07:00:00,2708.9555,890.7,1603.2942666666665,2699.25
2025-06-21T06:00:00,2,2025-06-21T08:00:00,3969.123,2699.25,3187.952483333333,4003.425
2025-06-21T06:00:00,3,2025-06-21T09:00:00,4741.4118,4003.425,4381.17875,4746.075
2025-06-21T06:00:00,4,2025-06-21T10:00:00,6527.066,4746.075,5486.824799999999,6643.5375
2025-06-21T06:00:00,5,2025-06-21T11:00:00,7110.388,6643.5375,6877.829066666668,7400.1
2025-06-21T06:00:00,6,2025-06-21T12:00:00,7400.1515,7400.1,7806.364833333333,7665.1125
2025-06-21T06:00:00,7,2025-06-21T13:00:00,8049.7478,7665.1125,8256.9787,8049.6
2025-06-21T06:00:00,8,2025-06-21T14:00:00,5773.9485,8049.6,7180.221116666667,5956.2
2025-06-21T06:00:00,9,2025-06-21T15:00:00,5404.4292,5956.2,5901.15585,5680.4625
2025-06-21T06:00:00,10,2025-06-21T16:00:00,4006.4107,5680.4625,5043.995416666666,4055.4
2025-06-21T06:00:00,11,2025-06-21T17:00:00,2604.2396,4055.4,3440.2875166666668,2623.6125
2025-06-21T06:00:00,12,2025-06-21T18:00:00,906.0394,2623.6125,1979.6644833333337,1034.1
2025-06-21T06:00:00,13,2025-06-21T19:00:00,7.0777,1034.1,570.3793999999999,7.7625
2025-06-21T06:00:00,14,2025-06-21T20:00:00,0,7.7625,1.8764333333333332,0.0
2025-06-21T06:00:00,15,2025-06-21T21:00:00,0,0.0,0.0029999999999999996,0.0
2025-06-21T06:00:00,16,2025-06-21T22:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,17,2025-06-21T23:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,18,2025-06-22T00:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,19,2025-06-22T01:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,20,2025-06-22T02:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,21,2025-06-22T03:00:00,0,0.0,0.0,0.0
2025-06-21T06:00:00,22,2025-06-22T04:00:00,0,0.0,0.00395,0.0
2025-06-21T06:00:00,23,2025-06-22T05:00:00,10.0125,0.0,0.7671,10.0125
2025-06-21T06:00:00,24,2025-06-22T06:00:00,1316.925,10.0125,469.1261666666666,1275.15
2025-06-21T12:00:00,1,2025-06-21T13:00:00,7872.1791,7665.1125,8256.9787,8049.6
2025-06-21T12:00:00,2,2025-06-21T14:00:00,5653.0395,8049.6,7180.221116666667,5956.2
2025-06-21T12:00:00,3,2025-06-21T15:00:00,5297.6268,5956.2,5901.15585,5680.4625
2025-06-21T12:00:00,4,2025-06-21T16:00:00,3794.5428,5680.4625,5043.995416666666,4055.4
2025-06-21T12:00:00,5,2025-06-21T17:00:00,2534.4207,4055.4,3440.2875166666668,2623.6125
2025-06-21T12:00:00,6,2025-06-21T18:00:00,972.5592,2623.6125,1979.6644833333337,1034.1
2025-06-21T12:00:00,7,2025-06-21T19:00:00,7.2096,1034.1,570.3793999999999,7.7625
2025-06-21T12:00:00,8,2025-06-21T20:00:00,0,7.7625,1.8764333333333332,0.0
2025-06-21T12:00:00,9,2025-06-21T21:00:00,0,0.0,0.0029999999999999996,0.0
2025-06-21T12:00:00,10,2025-06-21T22:00:00,0,0.0,0.0,0.0
2025-06-21T12:00:00,11,2025-06-21T23:00:00,0,0.0,0.0,0.0
2025-06-21T12:00:00,12,2025-06-22T00:00:00,0,0.0,0.0,0.0
2025-06-21T12:00:00,13,2025-06-22T01:00:00,0,0.0,0.0,0.0
2025-06-21T12:00:00,14,2025-06-22T02:00:00,0,0.0,0.0,0.0
2025-06-21T12:00:00,15,2025-06-22T03:00:00,0,0.0,0.0,0.0
2025-06-21T12:00:00,16,2025-06-22T04:00:00,0,0.0,0.00395,0.0
2025-06-21T12:00:00,17,2025-06-22T05:00:00,9.8572,0.0,0.7671,10.0125
2025-06-21T12:00:00,18,2025-06-22T06:00:00,1132.5183,10.0125,469.1261666666666,1275.15
2025-06-21T12:00:00,19,2025-06-22T07:00:00,3042.4125,1275.15,1854.9373500000002,2991.5625
2025-06-21T12:00:00,20,2025-06-22T08:00:00,4439.9767,2991.5625,3429.599716666667,4315.95
2025-06-21T12:00:00,21,2025-06-22T09:00:00,6137.9706,4315.95,4919.2371,6037.9125
2025-06-21T12:00:00,22,2025-06-22T10:00:00,6838.6081,6037.9125,6028.706233333333,6670.875
2025-06-21T12:00:00,23,2025-06-22T11:00:00,8446.5375,6670.875,7118.723983333334,7297.725
2025-06-21T12:00:00,24,2025-06-22T12:00:00,7878.3143,7297.725,6863.8423,6672.75
2025-06-21T18:00:00,1,2025-06-21T19:00:00,7.6014,1034.1,570.3793999999999,7.7625
2025-06-21T18:00:00,2,2025-06-21T20:00:00,0,7.7625,1.8764333333333332,0.0
2025-06-21T18:00:00,3,2025-06-21T21:00:00,0,0.0,0.0029999999999999996,0.0
2025-06-21T18:00:00,4,2025-06-21T22:00:00,0,0.0,0.0,0.0
2025-06-21T18:00:00,5,2025-06-21T23:00:00,0,0.0,0.0,0.0
2025-06-21T18:00:00,6,2025-06-22T00:00:00,0,0.0,0.0,0.0
2025-06-21T18:00:00,7,2025-06-22T01:00:00,0,0.0,0.0,0.0
2025-06-21T18:00:00,8,2025-06-22T02:00:00,0,0.0,0.0,0.0
2025-06-21T18:00:00,9,2025-06-22T03:00:00,0,0.0,0.0,0.0
2025-06-21T18:00:00,10,2025-06-22T04:00:00,0,0.0,0.00395,0.0
2025-06-21T18:00:00,11,2025-06-22T05:00:00,10.0125,0.0,0.7671,10.0125
2025-06-21T18:00:00,12,2025-06-22T06:00:00,1316.925,10.0125,469.1261666666666,1275.15
2025-06-21T18:00:00,13,2025-06-22T07:00:00,3042.4125,1275.15,1854.9373500000002,2991.5625
2025-06-21T18:00:00,14,2025-06-22T08:00:00,4995.4125,2991.5625,3429.599716666667,4315.95
2025-06-21T18:00:00,15,2025-06-22T09:00:00,6434.7,4315.95,4919.2371,6037.9125
2025-06-21T18:00:00,16,2025-06-22T10:00:00,7725.7125,6037.9125,6028.706233333333,6670.875
2025-06-21T18:00:00,17,2025-06-22T11:00:00,8446.5375,6670.875,7118.723983333334,7297.725
2025-06-21T18:00:00,18,2025-06-22T12:00:00,7529.5297,7297.725,6863.8423,6672.75
2025-06-21T18:00:00,19,2025-06-22T13:00:00,5904.3003,6672.75,6791.039066666667,6719.925
2025-06-21T18:00:00,20,2025-06-22T14:00:00,4952.3082,6719.925,5927.370966666666,5512.9125
2025-06-21T18:00:00,21,2025-06-22T15:00:00,3899.3253,5512.9125,4977.522666666667,4757.475
2025-06-21T18:00:00,22,2025-06-22T16:00:00,3539.8416,4757.475,4524.103133333333,4087.125
2025-06-21T18:00:00,23,2025-06-22T17:00:00,2405.6423,4087.125,3556.5588666666667,2671.3125
2025-06-21T18:00:00,24,2025-06-22T18:00:00,1236.4148,2671.3125,2001.7557000000004,1109.175
2025-09-23T00:00:00,1,2025-09-23T01:00:00,0,0.0,0.0,0.0
2025-09-23T00:00:00,2,2025-09-23T02:00:00,0,0.0,0.0,0.0
2025-09-23T00:00:00,3,2025-09-23T03:00:00,0,0.0,0.0,0.0
2025-09-23T00:00:00,4,2025-09-23T04:00:00,0,0.0,0.0,0.0
