period,baseline,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,soc_start_0010_kwh,soc_end_0010_next_day_kwh,max_forecast_load_abs_error_kw,max_forecast_pv_abs_error_kw
warmup,B0_NO_STORAGE_REFERENCE,2025-01-10,54956.20757333333,0.0,0.0,223.89246333333352,9689.433236666668,41254.048085269,1015.511930845001,42269.560016114,6000.0,6000.0,540.0500000000002,509.47499999999945
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-10,56381.88891658437,21922.759806584363,17757.435443333332,376.263656666667,7102.161410000001,30067.836032961124,1533.3161552816682,31601.15218824279,1200.0,1200.0,540.0500000000002,509.47499999999945
warmup,B0_NO_STORAGE_REFERENCE,2025-01-11,54173.089356666664,0.0,0.0,624.2721799999998,9931.474936666666,40754.382651836335,2844.316866375,43598.69951821133,6000.0,6000.0,502.0900000000006,554.3676000000005
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-11,56248.327119917696,21929.663806584365,17763.02768333333,631.4665166666665,7847.270913333332,30001.155136716457,2878.7381701566665,32879.89330687313,1200.0,1200.0,502.0900000000006,554.3676000000005
warmup,B0_NO_STORAGE_REFERENCE,2025-01-12,96929.67396333333,0.0,0.0,382.3632600000017,6446.148423333329,77408.687108204,1246.9246693866733,78655.61177759068,6000.0,6000.0,425.3206,764.625
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-12,101806.34062999999,25666.666666666664,20790.0,382.3632600000017,6446.148423333329,65853.38171859799,1246.9246693866735,67100.30638798466,1200.0,1200.0,425.3206,764.625
warmup,B0_NO_STORAGE_REFERENCE,2025-01-13,96898.85486666666,0.0,0.0,414.8032000000004,9039.702266666662,77075.15260359332,1401.704573008336,78476.85717660165,6000.0,6000.0,448.41049999999996,675.5991000000004
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-13,101770.81418168722,25641.89113168724,20769.931816666667,414.8032000000003,9039.702266666663,65539.64194233816,1401.7045730083355,66941.3465153465,1200.0,1200.0,448.41049999999996,675.5991000000004
warmup,B0_NO_STORAGE_REFERENCE,2025-01-14,93700.69875,0.0,0.0,733.357690000001,5153.7438399999955,74503.29900530199,2799.4142458983347,77302.71325120033,6000.0,6000.0,562.7860000000001,484.7999999999993
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-14,98530.06450695473,25417.714510288064,20588.348753333335,733.3576900000007,5153.7438399999955,63022.52006559602,2799.4142458983342,65821.93431149436,1200.0,1200.0,562.7860000000001,484.7999999999993
warmup,B0_NO_STORAGE_REFERENCE,2025-01-15,94307.46623666666,0.0,0.0,927.9445900000001,5165.067626666665,75092.91740751834,3884.4875054500008,78977.40491296834,6000.0,6000.0,486.3230000000003,707.6702999999998
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-15,99139.28394440329,25430.61951440329,20598.80180666667,927.9445900000003,5165.067626666665,63579.240148024764,3884.4875054500008,67463.72765347477,1200.0,1200.0,486.3230000000003,707.6702999999998
warmup,B0_NO_STORAGE_REFERENCE,2025-01-16,95578.94629666666,0.0,0.0,616.422243333335,7121.217539999997,76188.60991499899,2521.539251115008,78710.149166114,6000.0,6000.0,538.7200000000003,977.344
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-16,100455.61296333332,25666.666666666664,20790.0,616.422243333335,7121.217539999998,64660.420706533994,2521.5392511150076,67181.959957649,1200.0,1200.0,538.7200000000003,977.344
warmup,B0_NO_STORAGE_REFERENCE,2025-01-17,53759.78856000001,0.0,0.0,265.78572333333324,11336.460883333333,40677.51181123733,745.5294337466668,41423.041244984,6000.0,6000.0,430.4300000000003,838.6008000000002
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-17,53037.80875242798,21375.716539094647,17314.330396666664,479.0748866666654,6766.384096666667,28392.27708687947,1483.6414907833303,29875.9185776628,1200.0,1200.0,430.4300000000003,838.6008000000002
warmup,B0_NO_STORAGE_REFERENCE,2025-01-18,52805.92943333334,0.0,0.0,347.45430000000044,9910.87433333333,39499.980392975,1151.996033091668,40651.97642606666,6000.0,6000.0,546.0500000000002,763.8894
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-18,52616.06528765432,21381.304320987652,17318.856499999998,644.2827166666668,5955.39078333333,27770.446964720184,2503.047466458335,30273.49443117852,1200.0,1200.0,546.0500000000002,763.8894
warmup,B0_NO_STORAGE_REFERENCE,2025-01-19,93648.16720999999,0.0,0.0,841.3761100000002,5806.404119999996,74336.04542124733,3807.128276558335,78143.17369780566,6000.0,6000.0,540.6544000000004,739.4623000000001
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-19,98407.54763744856,25049.37067078189,20289.990243333334,841.3761100000006,5806.404119999995,62871.53927268907,3807.1282765583364,66678.6675492474,1200.0,1200.0,540.6544000000004,739.4623000000001
warmup,B0_NO_STORAGE_REFERENCE,2025-01-20,94635.89895666667,0.0,0.0,482.43185666666784,7051.25401333333,75531.92865766233,2167.637933378337,77699.56659104067,6000.0,6000.0,520.6700000000001,683.3707999999997
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-20,99512.56562333333,25666.666666666664,20790.0,482.43185666666784,7051.25401333333,64014.15133421632,2167.637933378337,66181.78926759466,1200.0,1200.0,520.6700000000001,683.3707999999997
warmup,B0_NO_STORAGE_REFERENCE,2025-01-21,93690.65189666666,0.0,0.0,207.84004666666746,10422.586943333328,74836.307009485,798.3210881233366,75634.62809760834,6000.0,6000.0,547.0999999999999,1178.1374999999998
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-21,98535.19889514403,25528.763588477366,20678.298506666666,207.84004666666746,10416.668859999998,63305.23500059951,798.3210881233367,64103.55608872285,1200.0,1200.0,547.0999999999999,1178.1374999999998
warmup,B0_NO_STORAGE_REFERENCE,2025-01-22,89640.30846,0.0,0.0,2722.7737733333333,3464.317933333332,71921.90395994367,9523.200230376668,81445.10419032033,6000.0,6000.0,423.3099999999995,1396.7504
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-22,94294.84056004114,24998.749263374484,20248.986903333334,2818.004033333333,3464.317933333333,60436.081263854336,9727.442932941667,70163.524196796,1200.0,1200.0,423.3099999999995,1396.7504
warmup,B0_NO_STORAGE_REFERENCE,2025-01-23,94248.21023333333,0.0,0.0,517.4896833333346,5199.774516666661,75186.94620464667,1938.9010187250055,77125.84722337167,6000.0,6000.0,488.8706000000002,528.5123000000003
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-23,99121.5380409465,25649.09372427983,20775.765916666667,517.4896833333348,5199.774516666661,63665.38570264408,1938.9010187250065,65604.28672136909,1200.0,1200.0,488.8706000000002,528.5123000000003
warmup,B0_NO_STORAGE_REFERENCE,2025-01-24,52581.58988,0.0,0.0,372.6812933333333,13124.857673333328,39558.53938550333,1156.5792230866664,40715.11860859,6000.0,6000.0,553.9700000000003,1285.4355000000005
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-24,53385.9066037037,21571.223370370368,17472.690929999997,372.6812933333337,9830.641956666666,28119.036250095443,1156.5792230866673,29275.61547318211,1200.0,1200.0,553.9700000000003,1285.4355000000005
warmup,B0_NO_STORAGE_REFERENCE,2025-01-25,52322.20386333333,0.0,0.0,212.5456666666672,14095.174629999998,39124.47334312566,850.3515712616681,39974.824914387325,6000.0,6000.0,484.2424000000001,949.3708999999999
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-25,49891.38494679012,21455.68945679012,17379.10846,289.09625000000074,7664.325299999999,26318.930069281814,1036.3136574866687,27355.243726768484,1200.0,1200.0,484.2424000000001,949.3708999999999
warmup,B0_NO_STORAGE_REFERENCE,2025-01-26,89066.01019,0.0,0.0,2108.009386666668,3475.030076666665,71102.16626025799,7072.718158498339,78174.88441875632,6000.0,6000.0,454.6900000000005,1755.3374999999996
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-26,93784.34352333333,24833.333333333332,20115.0,2108.009386666668,3475.0300766666655,59672.176755903994,7072.718158498337,66744.89491440234,1200.0,1200.0,454.6900000000005,1755.3374999999996
warmup,B0_NO_STORAGE_REFERENCE,2025-01-27,93167.18846333334,0.0,0.0,255.09730000000022,9227.36926333333,73919.66073278766,1006.8088188866675,74926.46955167432,6000.0,6000.0,427.14999999999964,1046.8419999999996
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-27,97993.27531522633,25400.457115226334,20574.370263333338,255.09730000000022,9227.369263333332,62455.76368914719,1006.8088188866675,63462.57250803386,1200.0,1200.0,427.14999999999964,1046.8419999999996
warmup,B0_NO_STORAGE_REFERENCE,2025-01-28,89491.55606666667,0.0,0.0,1393.7849166666688,3904.9415833333296,71069.742849845,5407.7192346250085,76477.46208447001,6000.0,6000.0,537.7678000000005,944.3186999999998
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-28,94209.3211983539,25020.012798353906,20266.210366666666,1429.8222166666687,3904.9415833333296,59650.0296295115,5487.471917900007,65137.501547411506,1200.0,1200.0,537.7678000000005,944.3186999999998
warmup,B0_NO_STORAGE_REFERENCE,2025-01-29,92414.15562333332,0.0,0.0,105.69232666666687,11134.646749999996,73584.01970037933,297.9347060516677,73881.954406431,6000.0,6000.0,477.59000000000015,904.1369999999997
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-29,97247.11648444444,25436.63611111111,20603.67525,105.69232666666664,11134.646749999996,62093.670912401445,297.9347060516672,62391.60561845311,1200.0,1200.0,477.59000000000015,904.1369999999997
warmup,B0_NO_STORAGE_REFERENCE,2025-01-30,87420.01790666666,0.0,0.0,1134.6963800000012,4812.131786666664,69381.46273135066,5502.468086346673,74883.93081769734,6000.0,6000.0,474.40650000000005,688.9252000000006
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-30,92106.99162115226,24668.28270781893,19981.308993333332,1134.696380000001,4812.131786666664,58050.21346452007,5502.468086346671,63552.68155086674,1200.0,1200.0,474.40650000000005,688.9252000000006
warmup,B0_NO_STORAGE_REFERENCE,2025-01-31,50255.93464666666,0.0,0.0,484.1903566666673,11975.801003333332,37396.442181534665,1932.086930115004,39328.52911164967,6000.0,6000.0,493.9488000000001,770.9624999999996
warmup,B1_WEEKDAY_BUFFER_MILP_R0,2025-01-31,47225.93089653333,21080.95461333333,17075.573236800003,740.6393733333331,5196.8648933333325,24541.466668754078,2773.973702655001,27315.44037140908,1200.0,1200.0,493.9488000000001,770.9624999999996
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-01,50571.57197666666,0.0,0.0,82.54464666666689,16275.94002333333,37653.67169624733,453.52195240000145,38107.19364864733,6000.0,6000.0,577.6700000000001,600.9134000000004
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-01,48724.692216584364,20891.56647325103,16922.168843333333,112.74759666666665,10489.865583333332,25390.602142395284,608.6292021250002,25999.231344520285,1200.0,1200.0,577.6700000000001,600.9134000000004
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-02,89753.12389666666,0.0,0.0,58.356193333333636,11455.202389999995,71557.411266943,189.82361745666776,71747.23488439967,6000.0,6000.0,602.9300000000003,712.3014999999996
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-02,94520.20031946502,25089.87590946502,20322.799486666663,58.356193333333636,11455.202389999995,60112.12727745961,189.82361745666776,60301.95089491628,1200.0,1200.0,602.9300000000003,712.3014999999996
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-03,86814.41639,0.0,0.0,203.39253333333335,6800.892723333325,69157.00413033232,731.8064078133347,69888.81053814566,6000.0,6000.0,610.9700000000003,788.1722
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-03,91473.08224074074,24700.52407407407,20007.4245,203.39253333333346,6766.458999999993,57786.50459356766,731.8064078133349,58518.31100138099,1200.0,1200.0,610.9700000000003,788.1722
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-04,88560.07012666666,0.0,0.0,592.1835466666671,7957.390173333327,70216.08583980166,2337.0378764233346,72553.12371622499,6000.0,6000.0,587.5599999999995,892.1999999999998
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-04,93269.53875588476,24786.676995884773,20077.208366666666,592.1835466666676,7957.390173333327,58890.22937387091,2337.037876423337,61227.26725029425,1200.0,1200.0,587.5599999999995,892.1999999999998
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-05,89279.89888333331,0.0,0.0,149.75681333333446,8681.228296666663,71204.90410528501,543.0897101350049,71747.99381542,6000.0,6000.0,745.9619999999995,1112.0625
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-05,94055.70872806585,25135.841288065843,20360.031443333333,149.7568133333348,8681.228296666664,59769.760345268805,543.0897101350056,60312.85005540381,1200.0,1200.0,745.9619999999995,1112.0625
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-06,88949.56886666667,0.0,0.0,136.07026000000008,8814.581026666663,70895.79012965932,516.7557677383338,71412.54589739765,6000.0,6000.0,479.0100000000002,532.7250000000004
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-06,93667.90219999998,24833.333333333332,20115.0,136.0702600000003,8814.581026666663,59459.87606004366,516.7557677383343,59976.631827781996,1200.0,1200.0,479.0100000000002,532.7250000000004
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-07,48955.32630666667,0.0,0.0,183.16828000000035,17332.814786666662,36473.55252326267,1001.7289904883351,37475.281513751004,6000.0,6000.0,624.5074,1115.2875000000004
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-07,45927.260068765434,20601.063765432104,16686.86165,195.04838333333362,10402.426536666666,23801.10909408378,1057.696157291668,24858.805251375445,1200.0,1200.0,624.5074,1115.2875000000004
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-08,46765.53924,0.0,0.0,272.09799333333365,15460.474333333334,34979.56995942,1202.8273726216685,36182.39733204167,6000.0,6000.0,478.52480000000014,1199.3611
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-08,40051.10649617284,20801.231172839507,16848.99725,1573.4701533333334,6095.179826666661,20809.194286116443,6387.101090621667,27196.29537673811,1200.0,1200.0,478.52480000000014,1199.3611
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-09,81584.78190999999,0.0,0.0,1926.7107899999999,3956.0764999999974,65359.55885220032,6850.49265263,72210.05150483032,6000.0,6000.0,451.6500000000001,1610.7750000000005
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-09,86257.06215083331,24844.352916666663,20123.9258625,1969.3586033333333,3950.577499999997,54058.34973961483,6966.025275061666,61024.375014676494,1200.0,1200.0,451.6500000000001,1610.7750000000005
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-10,84647.87895666667,0.0,0.0,250.0025533333341,10571.244309999998,67479.82078267467,864.9601519450032,68344.78093461967,6000.0,6000.0,459.64360000000033,1388.6791000000003
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-10,89366.21229,24833.333333333332,20115.0,250.00255333333405,10571.244309999998,56186.39187851299,864.960151945003,57051.352030457994,1200.0,1200.0,459.64360000000033,1388.6791000000003
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-11,79119.60812333334,0.0,0.0,678.292890000001,4577.3039133333305,63058.83561615767,3330.4755305033373,66389.311146661,6000.0,6000.0,410.6857,626.6610000000001
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-11,82932.4348111111,23642.014444444445,19150.0317,697.9750566666668,3917.8300233333293,51680.988922559554,3373.184786425002,55054.173708984556,1200.0,1200.0,410.6857,626.6610000000001
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-12,80213.56634666666,0.0,0.0,501.2022833333337,5448.032229999997,64093.01889830733,2245.7825882900015,66338.80148659734,6000.0,6000.0,438.3699999999999,489.04659999999967
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-12,84339.02141559671,23908.49115226337,19365.877833333332,505.0429833333333,5034.714679999997,52703.92808727214,2261.887157915,54965.81524518714,1200.0,1200.0,438.3699999999999,489.04659999999967
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-13,80566.77648333333,0.0,0.0,392.17249000000027,9629.469673333331,64453.842811147995,1602.6212816200011,66056.464092768,6000.0,6000.0,509.9867000000004,1013.1375000000007
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-13,84611.03868872428,23867.90850205761,19333.005886666666,392.1724900000002,9138.829263333333,53056.94877182331,1602.621281620001,54659.570053443305,1200.0,1200.0,509.9867000000004,1013.1375000000007
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-14,43985.85347666666,0.0,0.0,590.6405633333337,14774.69254,32694.559069807998,2305.4868883650006,35000.045958172996,6000.0,6000.0,412.84360000000015,1483.5776000000005
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-14,36872.329209135794,18700.7494691358,15147.60707,1838.4251266666613,5355.810436666658,19237.539395046642,5351.156491216654,24588.695886263296,1200.0,1200.0,412.84360000000015,1483.5776000000005
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-15,44103.84009333333,0.0,0.0,627.551446666667,15451.30014,32747.778221569002,2312.552947358335,35060.33116892734,6000.0,6000.0,488.19889999999987,600.5784000000003
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-15,37198.9944928395,18563.732506172833,15036.623329999999,714.9960700000006,5106.789986666668,19483.749220998936,2617.9997947883357,22101.74901578727,1200.0,1200.0,488.19889999999987,600.5784000000003
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-16,79020.94155999999,0.0,0.0,749.6799066666684,4393.242666666665,62924.72649239834,3096.835279766674,66021.561772165,6000.0,6000.0,540.8700000000003,664.1948000000002
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-16,83145.34439371974,23222.98342308642,18810.616572699997,780.1473766666682,4135.746119999998,51713.15581763687,3227.1101466350055,54940.26596427188,1200.0,1200.0,540.8700000000003,664.1948000000002
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-17,79613.43678333332,0.0,0.0,376.7798000000015,8806.354083333332,63298.59045420033,1573.0240100033384,64871.614464203674,6000.0,6000.0,572.9400999999998,1312.1999999999998
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-17,83906.7584700823,23426.98219341564,18975.85557666667,376.7798000000015,8648.54915333333,52129.36566084306,1573.0240100033386,53702.3896708464,1200.0,1200.0,572.9400999999998,1312.1999999999998
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-18,76100.17185666667,0.0,0.0,671.3332333333333,4680.117189999998,60602.660966008334,2896.0916547066654,63498.752620715,6000.0,6000.0,457.90000000000055,756.7347
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-18,79921.30367913333,23335.53515333333,18901.783474199998,945.3447466666668,4341.508846666664,49382.20258670188,3831.256339929999,53213.45892663188,1200.0,1200.0,457.90000000000055,756.7347
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-19,76640.39607333332,0.0,0.0,1242.995706666668,5004.063779999999,61069.988355218666,4637.382065323339,65707.370420542,6000.0,6000.0,480.2000000000003,885.2624999999998
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-19,80515.65925316873,23226.340613168722,18813.335896666664,1242.9957066666682,4466.322243333332,49884.05286053353,4637.382065323339,54521.43492585687,1200.0,1200.0,480.2000000000003,885.2624999999998
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-20,77523.57962333332,0.0,0.0,623.4252133333338,7153.870436666664,61829.04752032733,2597.543459655001,64426.590979982335,6000.0,6000.0,454.3258000000001,849.2078000000001
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-20,80478.88727838025,23322.59716691358,18891.3037052,886.0689633333336,5940.528379999998,50115.61595873018,3202.897218586667,53318.51317731685,1200.0,1200.0,454.3258000000001,849.2078000000001
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-21,43250.59576333333,0.0,0.0,419.38689000000073,18109.72005333333,32122.434200894997,1328.4755779583356,33450.90977885333,6000.0,6000.0,566.4299999999998,643.1625000000004
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-21,36088.623072880655,18445.757769547326,14941.063793333336,673.8663100000006,7697.532806666666,18779.46371061897,2329.956084585001,21109.41979520397,1200.0,1200.0,566.4299999999998,643.1625000000004
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-22,43231.83347666667,0.0,0.0,484.5906800000001,15871.661256666668,32024.060405387998,1760.3344028700003,33784.394808257995,6000.0,6000.0,412.0041000000001,654.9375
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-22,36000.55706106995,18107.57810288066,14667.138263333334,977.2262399999943,5692.580561522625,18753.26933329133,3704.177858383312,22457.44719167464,1200.0,1200.0,412.0041000000001,654.9375
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-23,77860.06413666667,0.0,0.0,370.79720666666776,6699.00804333333,62175.041397855,1257.2463695716715,63432.28776742667,6000.0,6000.0,507.9957000000004,829.5
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-23,81962.7653553498,23314.63957201646,18884.858053333333,441.0905033333341,6442.221039999997,51004.63946686794,1411.5542012500046,52416.19366811795,1200.0,1200.0,507.9957000000004,829.5
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-24,75783.94506333333,0.0,0.0,515.1960900000014,8096.10785333333,60192.43361391566,2207.8200336966725,62400.25364761233,6000.0,6000.0,375.5699999999997,1244.8040999999994
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-24,79696.4028043,23341.47830333333,18906.597425699998,562.8207566666682,7621.309383333331,49028.47495344022,2413.0347223633394,51441.50967580356,1200.0,1200.0,375.5699999999997,1244.8040999999994
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-25,74273.33088333334,0.0,0.0,424.3088800000007,8876.314863333333,58912.12957983533,1534.08762877167,60446.217208607,6000.0,6000.0,577.46,1013.413700000001
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-25,77241.95339460904,23199.956164609048,18791.964493333333,424.3088800000009,7436.945703333331,47484.45673706662,1534.0876287716706,49018.54436583829,1200.0,1200.0,577.46,1013.413700000001
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-26,73513.86298333333,0.0,0.0,808.5993066666671,5507.613789999998,58032.064027616,3382.3802567116677,61414.44428432766,6000.0,6000.0,563.0699999999997,939.2434000000003
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-26,74580.41619979423,22518.70368312757,18240.149983333333,1630.3578400000001,3117.371839999997,45783.69367266456,5741.090604978332,51524.78427764289,1200.0,1200.0,563.0699999999997,939.2434000000003
formal_output,B0_NO_STORAGE_REFERENCE,2025-02-27,74164.04543,0.0,0.0,1104.0298700000003,8311.491099999996,58743.09502256099,5343.972606833335,64087.067629394325,6000.0,6000.0,377.0550000000003,1003.9500000000007
formal_output,B1_WEEKDAY_BUFFER_MILP_R0,2025-02-27,77203.26188790123,23328.417901234567,18896.0185,1104.0298700000003,6918.308156666665,47375.41061324106,5343.972606833334,52719.38322007439,1200.0,1200.0,377.0550000000003,1003.9500000000007
